id_cliente,mes,reclamos,consultas,nps_promedio
CLI03475,2023-07-01,1,1,14.7
CLI03475,2023-08-01,0,0,-2.4
CLI03475,2024-12-01,2,1,-62.6
CLI03475,2025-01-01,4,0,-22.7
CLI03476,2023-03-01,0,2,61.5
CLI03476,2024-02-01,0,1,58.5
CLI03476,2024-07-01,2,2,-55.6
CLI03477,2025-08-01,4,2,1.5
CLI03477,2025-09-01,1,2,0.7
CLI03477,2025-11-01,1,0,-2.4
CLI03478,2023-07-01,1,1,36.7
CLI03478,2024-08-01,0,0,51.6
CLI03478,2025-05-01,0,1,33.7
CLI03479,2023-02-01,0,2,36.8
CLI03479,2024-02-01,1,0,-31.1
CLI03479,2024-03-01,2,0,23.9
CLI03480,2024-12-01,0,0,64.2
CLI03481,2023-07-01,0,1,60.5
CLI03481,2024-06-01,0,0,34.6
CLI03481,2025-03-01,2,1,-22.6
CLI03481,2025-04-01,2,2,-5.1
CLI03483,2023-08-01,0,0,33.2
CLI03483,2024-08-01,1,0,8.6
CLI03484,2024-06-01,1,1,71.8
CLI03485,2022-11-01,0,0,36.4
CLI03485,2023-04-01,0,0,72.5
CLI03485,2024-10-01,4,2,-12.6
CLI03485,2024-12-01,4,0,-38.0
CLI03486,2023-07-01,0,0,68.9
CLI03486,2025-06-01,0,1,-12.5
CLI03486,2025-08-01,2,3,39.1
CLI03487,2023-06-01,0,0,53.1
CLI03487,2024-08-01,1,0,-11.3
CLI03487,2024-11-01,0,0,41.8
CLI03487,2025-08-01,0,1,52.9
CLI03489,2025-08-01,0,0,8.1
CLI03490,2024-12-01,0,0,83.7
CLI03491,2023-10-01,0,2,40.4
CLI03491,2025-05-01,2,1,-40.1
CLI03491,2025-07-01,3,0,-42.7
CLI03492,2024-09-01,2,0,64.0
CLI03492,2024-12-01,0,1,17.0
CLI03492,2025-03-01,2,1,-10.3
CLI03492,2025-04-01,0,2,42.7
CLI03492,2025-11-01,1,1,24.6
CLI03493,2024-07-01,0,0,61.0
CLI03493,2025-01-01,5,1,33.0
CLI03493,2025-03-01,1,0,13.1
CLI03493,2025-08-01,0,0,55.2
CLI03493,2025-12-01,1,2,20.6
CLI03494,2022-11-01,0,2,-13.5
CLI03494,2023-08-01,1,1,44.8
CLI03494,2025-01-01,1,1,-24.1
CLI03495,2024-06-01,0,0,49.5
CLI03495,2025-03-01,0,0,-15.2
CLI03495,2025-04-01,2,2,15.8
CLI03495,2025-07-01,0,2,32.5
CLI03496,2024-02-01,2,0,-40.2
CLI03496,2024-04-01,2,1,27.8
CLI03498,2022-11-01,1,2,43.4
CLI03498,2023-09-01,0,0,27.3
CLI03498,2024-04-01,2,1,-7.3
CLI03498,2024-06-01,2,1,26.8
CLI03498,2024-09-01,0,0,30.5
CLI03499,2022-07-01,0,1,3.8
CLI03499,2024-03-01,1,2,-22.3
CLI03499,2024-05-01,0,2,63.1
CLI03500,2023-02-01,0,1,92.2
CLI03500,2024-07-01,1,0,-20.1
CLI03500,2024-08-01,1,0,3.3
CLI03500,2025-07-01,0,1,72.4
CLI03501,2025-01-01,1,0,46.0
CLI03501,2025-04-01,2,0,98.4
CLI03502,2023-07-01,0,0,75.7
CLI03502,2024-05-01,2,0,15.6
CLI03502,2024-06-01,0,0,-19.7
CLI03502,2024-11-01,0,0,68.2
CLI03502,2025-11-01,0,0,100.0
CLI03503,2025-04-01,2,2,46.2
CLI03504,2023-07-01,0,1,19.6
CLI03504,2024-08-01,0,1,33.1
CLI03504,2025-08-01,3,3,1.0
CLI03504,2025-11-01,0,0,55.9
CLI03505,2022-09-01,1,0,59.2
CLI03505,2023-12-01,0,0,24.9
CLI03505,2024-08-01,3,0,-52.7
CLI03505,2024-09-01,3,0,-23.3
CLI03505,2025-06-01,0,0,24.9
CLI03506,2024-06-01,0,1,20.2
CLI03506,2025-02-01,0,0,28.0
CLI03507,2024-06-01,0,0,-43.0
CLI03507,2024-07-01,3,1,1.3
CLI03507,2024-08-01,1,0,-19.0
CLI03507,2025-03-01,0,2,49.7
CLI03507,2025-10-01,0,1,27.5
CLI03508,2024-01-01,0,2,-15.6
CLI03508,2025-04-01,0,1,-8.9
CLI03509,2023-08-01,0,1,44.1
CLI03509,2024-02-01,0,1,81.5
CLI03509,2025-03-01,2,3,-3.0
CLI03510,2025-08-01,1,1,42.4
CLI03511,2023-08-01,1,2,0.0
CLI03511,2023-12-01,3,0,-18.2
CLI03511,2024-12-01,0,0,83.2
CLI03511,2025-02-01,0,0,57.4
CLI03511,2025-04-01,0,0,44.4
CLI03512,2023-06-01,0,1,19.2
CLI03512,2023-09-01,0,1,37.3
CLI03512,2024-03-01,0,0,23.6
CLI03513,2024-03-01,1,0,-16.5
CLI03514,2023-02-01,1,1,27.9
CLI03514,2023-04-01,2,0,3.8
CLI03514,2023-08-01,1,0,63.7
CLI03515,2024-01-01,0,0,53.3
CLI03515,2024-05-01,1,0,-59.5
CLI03515,2024-08-01,3,4,-7.2
CLI03516,2023-11-01,0,1,65.1
CLI03516,2025-03-01,2,0,0.2
CLI03516,2025-06-01,0,0,34.2
CLI03517,2022-12-01,0,0,60.8
CLI03517,2024-11-01,0,0,87.8
CLI03517,2025-06-01,2,2,-75.4
CLI03518,2023-07-01,0,2,35.7
CLI03518,2024-01-01,0,0,65.3
CLI03518,2024-08-01,1,2,19.2
CLI03518,2025-07-01,1,2,-14.4
CLI03519,2024-02-01,0,0,25.8
CLI03519,2024-06-01,1,0,10.0
CLI03519,2024-10-01,0,1,76.4
CLI03520,2023-12-01,2,2,13.9
CLI03521,2023-10-01,0,1,49.6
CLI03521,2023-12-01,1,0,24.7
CLI03521,2024-09-01,2,1,1.3
CLI03521,2025-06-01,0,1,58.4
CLI03521,2025-11-01,0,1,28.3
CLI03522,2025-03-01,1,0,83.5
CLI03523,2025-05-01,0,0,10.4
CLI03523,2025-07-01,2,1,29.0
CLI03524,2025-05-01,0,0,-11.7
CLI03524,2025-12-01,0,0,34.3
CLI03525,2025-06-01,0,2,-15.0
CLI03525,2025-12-01,0,2,88.8
CLI03526,2023-03-01,0,1,1.2
CLI03526,2023-05-01,1,0,32.9
CLI03526,2025-10-01,1,0,0.4
CLI03527,2025-06-01,1,0,-26.7
CLI03527,2025-09-01,2,2,99.5
CLI03527,2025-12-01,0,1,-6.8
CLI03529,2024-10-01,1,1,65.2
CLI03529,2024-12-01,0,1,54.0
CLI03530,2022-07-01,3,0,-96.2
CLI03530,2023-10-01,0,3,72.7
CLI03530,2024-07-01,0,0,21.6
CLI03530,2024-11-01,1,2,-18.8
CLI03530,2025-09-01,2,0,-9.5
CLI03531,2024-11-01,1,0,-61.6
CLI03531,2024-12-01,5,2,-7.6
CLI03531,2025-03-01,0,1,27.7
CLI03532,2022-11-01,0,2,45.8
CLI03532,2023-03-01,0,1,30.8
CLI03532,2024-09-01,1,0,56.2
CLI03532,2024-12-01,0,1,29.0
CLI03532,2025-01-01,1,0,92.3
CLI03532,2025-03-01,0,0,-54.8
CLI03532,2025-05-01,0,0,-26.3
CLI03532,2025-08-01,1,1,5.5
CLI03533,2025-06-01,0,1,-17.0
CLI03534,2025-03-01,0,0,27.9
CLI03536,2024-03-01,0,2,70.3
CLI03536,2024-06-01,2,0,-45.4
CLI03538,2023-06-01,0,0,51.2
CLI03538,2025-04-01,0,1,52.7
CLI03538,2025-05-01,2,1,-83.0
CLI03538,2025-06-01,4,0,19.7
CLI03538,2025-09-01,1,1,75.2
CLI03538,2025-10-01,1,0,93.9
CLI03539,2024-06-01,1,1,60.4
CLI03539,2024-12-01,0,0,0.2
CLI03539,2025-01-01,0,1,18.9
CLI03539,2025-02-01,1,0,-23.4
CLI03539,2025-04-01,3,0,-34.8
CLI03539,2025-05-01,2,2,-32.5
CLI03540,2024-08-01,0,1,69.0
CLI03540,2025-01-01,2,1,23.5
CLI03541,2023-11-01,0,1,47.5
CLI03541,2025-01-01,2,0,-6.4
CLI03542,2023-10-01,0,3,24.3
CLI03542,2024-04-01,2,0,41.8
CLI03542,2024-05-01,1,3,34.8
CLI03542,2024-07-01,1,1,-30.7
CLI03543,2025-04-01,1,3,-1.7
CLI03544,2024-01-01,1,0,-20.7
CLI03544,2024-04-01,0,0,50.0
CLI03545,2024-05-01,0,0,25.6
CLI03545,2025-09-01,0,0,26.0
CLI03546,2024-11-01,0,2,-25.0
CLI03547,2023-02-01,0,3,48.6
CLI03547,2025-03-01,1,0,69.9
CLI03548,2023-07-01,0,0,50.6
CLI03548,2024-04-01,1,0,71.6
CLI03548,2025-05-01,4,0,-81.7
CLI03548,2025-07-01,4,0,42.2
CLI03548,2025-08-01,0,1,-3.9
CLI03549,2024-09-01,0,0,7.5
CLI03549,2025-03-01,0,0,57.5
CLI03550,2024-06-01,0,3,35.6
CLI03550,2024-07-01,0,0,32.1
CLI03550,2025-01-01,0,1,77.8
CLI03550,2025-10-01,1,1,65.7
CLI03551,2022-05-01,0,1,16.9
CLI03551,2022-07-01,0,0,55.0
CLI03551,2023-03-01,0,0,41.8
CLI03551,2025-05-01,2,3,24.9
CLI03552,2023-10-01,0,0,32.0
CLI03552,2025-03-01,0,1,31.6
CLI03553,2024-03-01,0,0,60.4
CLI03553,2025-07-01,2,1,30.3
CLI03554,2024-07-01,0,0,37.4
CLI03554,2025-04-01,0,0,21.2
CLI03554,2025-06-01,1,2,-21.8
CLI03554,2025-08-01,1,1,-11.1
CLI03554,2025-10-01,0,0,13.8
CLI03555,2024-10-01,1,0,65.2
CLI03555,2025-05-01,1,2,-39.6
CLI03555,2025-08-01,1,0,35.9
CLI03556,2022-12-01,1,1,65.7
CLI03556,2024-06-01,1,0,-5.8
CLI03556,2024-08-01,0,1,87.1
CLI03556,2025-07-01,1,1,37.9
CLI03556,2025-12-01,0,0,59.0
CLI03557,2023-04-01,0,0,61.6
CLI03557,2024-11-01,0,3,-12.3
CLI03558,2022-12-01,0,1,46.1
CLI03558,2024-06-01,1,3,-57.5
CLI03558,2025-03-01,0,2,15.6
CLI03559,2023-01-01,0,0,45.8
CLI03559,2023-05-01,0,0,30.1
CLI03559,2024-10-01,1,0,-9.9
CLI03560,2024-09-01,1,1,19.0
CLI03561,2022-04-01,0,2,39.5
CLI03561,2022-08-01,0,0,-6.0
CLI03561,2022-12-01,2,1,10.8
CLI03561,2025-01-01,0,0,43.5
CLI03561,2025-11-01,0,1,15.6
CLI03562,2023-11-01,1,0,32.1
CLI03562,2023-12-01,1,0,12.4
CLI03562,2025-06-01,0,0,29.9
CLI03563,2023-07-01,0,1,13.7
CLI03563,2023-12-01,0,1,67.3
CLI03563,2024-05-01,0,0,13.4
CLI03563,2024-06-01,0,2,36.1
CLI03565,2024-09-01,3,0,-35.3
CLI03565,2025-04-01,2,0,42.1
CLI03566,2025-01-01,1,0,-13.9
CLI03566,2025-09-01,0,1,82.1
CLI03568,2023-06-01,0,0,63.7
CLI03568,2024-12-01,4,0,12.4
CLI03568,2025-03-01,2,3,-61.8
CLI03570,2025-04-01,2,0,-33.4
CLI03570,2025-05-01,0,0,47.1
CLI03570,2025-12-01,0,1,40.1
CLI03571,2024-09-01,0,1,53.2
CLI03571,2025-09-01,0,3,19.5
CLI03572,2022-08-01,0,0,15.0
CLI03572,2023-01-01,0,0,44.0
CLI03572,2023-03-01,0,1,27.2
CLI03572,2023-05-01,0,1,55.2
CLI03572,2023-07-01,0,1,44.8
CLI03572,2024-06-01,1,0,28.9
CLI03572,2024-10-01,0,0,37.5
CLI03572,2024-12-01,2,1,-11.8
CLI03572,2025-01-01,1,2,47.9
CLI03572,2025-02-01,4,2,12.6
CLI03572,2025-06-01,0,0,34.4
CLI03572,2025-11-01,0,1,51.7
CLI03573,2023-09-01,1,1,-6.2
CLI03573,2024-06-01,0,1,72.1
CLI03573,2025-09-01,0,0,17.6
CLI03573,2025-12-01,0,2,80.5
CLI03574,2024-04-01,3,1,6.7
CLI03574,2024-06-01,1,0,-30.9
CLI03574,2025-05-01,1,0,67.0
CLI03574,2025-06-01,0,0,68.4
CLI03575,2023-08-01,0,1,46.6
CLI03575,2025-06-01,0,2,-22.6
CLI03576,2023-08-01,0,0,29.6
CLI03576,2025-03-01,0,0,38.4
CLI03577,2024-09-01,0,1,88.9
CLI03578,2024-08-01,0,3,81.2
CLI03578,2024-12-01,3,3,-8.9
CLI03578,2025-01-01,3,3,-4.9
CLI03578,2025-11-01,1,0,40.7
CLI03580,2024-08-01,1,1,9.8
CLI03580,2025-07-01,0,1,44.9
CLI03581,2024-05-01,1,1,14.0
CLI03581,2024-08-01,3,2,6.2
CLI03581,2025-06-01,0,0,24.0
CLI03582,2024-08-01,0,1,36.9
CLI03582,2025-05-01,3,0,-10.3
CLI03583,2024-11-01,0,2,-5.1
CLI03583,2025-01-01,0,0,83.8
CLI03585,2024-04-01,1,0,70.3
CLI03586,2023-08-01,0,2,64.0
CLI03586,2025-10-01,0,0,17.8
CLI03587,2024-01-01,1,1,53.0
CLI03587,2024-05-01,0,3,55.7
CLI03588,2024-12-01,0,1,63.5
CLI03589,2022-04-01,0,0,41.1
CLI03589,2024-08-01,1,0,-31.8
CLI03589,2024-10-01,3,0,-64.4
CLI03589,2024-12-01,0,0,-27.1
CLI03589,2025-04-01,1,0,43.8
CLI03589,2025-09-01,0,0,82.3
CLI03591,2023-09-01,0,0,23.6
CLI03592,2023-05-01,0,0,38.8
CLI03592,2025-03-01,0,2,-52.8
CLI03595,2023-03-01,0,0,63.1
CLI03595,2023-06-01,0,1,76.2
CLI03595,2023-08-01,0,0,13.2
CLI03596,2024-04-01,0,0,27.8
CLI03596,2024-10-01,1,0,-7.7
CLI03598,2024-11-01,1,1,89.2
CLI03598,2025-01-01,2,1,39.1
CLI03598,2025-02-01,2,2,-21.2
CLI03599,2024-04-01,0,1,26.0
CLI03600,2024-01-01,0,0,42.4
CLI03600,2025-05-01,0,1,-5.1
CLI03601,2024-02-01,0,1,48.2
CLI03601,2025-01-01,0,0,25.0
CLI03602,2024-07-01,1,1,19.5
CLI03602,2024-12-01,0,1,42.3
CLI03602,2025-06-01,0,0,49.9
CLI03603,2023-05-01,1,2,36.0
CLI03603,2023-08-01,2,0,-33.0
CLI03603,2023-09-01,3,1,5.6
CLI03604,2024-04-01,0,1,41.6
CLI03606,2022-11-01,0,1,44.5
CLI03606,2024-05-01,0,2,78.6
CLI03606,2024-09-01,0,2,37.0
CLI03607,2024-07-01,0,3,-14.7
CLI03608,2023-07-01,0,1,69.9
CLI03608,2024-07-01,0,0,2.1
CLI03609,2025-01-01,0,1,12.6
CLI03610,2023-10-01,0,1,49.6
CLI03610,2025-03-01,1,0,40.9
CLI03610,2025-04-01,2,1,28.2
CLI03612,2024-08-01,0,0,37.3
CLI03612,2024-12-01,3,0,-13.7
CLI03613,2023-03-01,0,1,57.5
CLI03613,2024-11-01,1,0,34.0
CLI03613,2025-09-01,1,0,-17.6
CLI03614,2025-03-01,0,0,-29.5
CLI03614,2025-04-01,4,3,-20.9
CLI03615,2024-08-01,1,0,-2.9
CLI03615,2024-10-01,0,1,-7.1
CLI03615,2024-11-01,3,0,24.6
CLI03616,2024-11-01,0,2,38.4
CLI03616,2025-05-01,1,1,-19.5
CLI03617,2024-01-01,0,0,68.3
CLI03617,2024-08-01,1,0,-18.2
CLI03617,2024-09-01,4,1,-12.0
CLI03617,2025-04-01,0,0,61.0
CLI03618,2025-06-01,0,2,20.6
CLI03618,2025-08-01,2,3,-26.2
CLI03619,2023-06-01,0,1,9.9
CLI03619,2023-11-01,0,0,60.1
CLI03620,2022-10-01,3,0,-54.7
CLI03621,2024-07-01,0,2,36.2
CLI03621,2024-08-01,0,0,42.1
CLI03621,2025-10-01,0,0,100.0
CLI03622,2024-01-01,0,0,28.7
CLI03622,2025-03-01,2,1,-15.4
CLI03623,2023-06-01,1,1,15.7
CLI03623,2025-05-01,2,1,13.0
CLI03623,2025-06-01,3,1,-26.2
CLI03626,2025-02-01,2,1,-15.1
CLI03626,2025-03-01,3,0,-63.9
CLI03626,2025-11-01,0,1,53.2
CLI03629,2024-06-01,2,1,-13.9
CLI03629,2025-09-01,0,2,42.3
CLI03630,2023-04-01,0,0,24.3
CLI03630,2024-01-01,1,0,18.7
CLI03630,2025-03-01,0,1,48.9
CLI03631,2022-12-01,0,0,55.8
CLI03631,2023-03-01,0,1,56.9
CLI03631,2023-05-01,0,0,46.7
CLI03631,2024-06-01,0,0,90.6
CLI03631,2025-07-01,0,2,27.4
CLI03631,2025-11-01,0,0,65.7
CLI03632,2024-03-01,1,0,85.1
CLI03632,2024-05-01,0,0,67.2
CLI03632,2024-10-01,0,1,27.3
CLI03632,2025-02-01,1,1,-75.5
CLI03632,2025-03-01,2,2,27.1
CLI03633,2024-06-01,1,2,51.4
CLI03634,2023-04-01,0,1,100.0
CLI03635,2024-10-01,1,1,18.3
CLI03635,2024-11-01,0,0,26.1
CLI03636,2025-05-01,1,4,-35.6
CLI03637,2024-10-01,2,0,11.0
CLI03637,2025-10-01,2,0,39.1
CLI03637,2025-11-01,0,1,81.0
CLI03638,2024-01-01,2,0,-14.9
CLI03640,2023-05-01,0,2,17.8
CLI03640,2025-08-01,0,0,11.1
CLI03641,2024-05-01,0,2,-8.6
CLI03641,2024-08-01,0,0,57.9
CLI03641,2025-07-01,0,1,19.6
CLI03642,2023-12-01,3,0,-22.1
CLI03642,2025-02-01,1,0,74.2
CLI03643,2024-03-01,2,0,-46.6
CLI03643,2024-08-01,0,1,67.6
CLI03643,2025-01-01,0,1,26.8
CLI03644,2024-02-01,5,1,-15.3
CLI03644,2024-05-01,1,2,-19.8
CLI03644,2025-03-01,0,0,30.3
CLI03644,2025-10-01,1,0,90.4
CLI03644,2025-11-01,0,0,43.5
CLI03645,2023-07-01,1,1,9.3
CLI03645,2023-12-01,0,0,89.2
CLI03645,2025-05-01,0,0,50.8
CLI03646,2024-11-01,0,0,46.8
CLI03646,2025-07-01,2,1,-30.4
CLI03647,2024-11-01,0,1,-14.5
CLI03648,2025-04-01,0,1,32.1
CLI03649,2024-01-01,1,0,28.2
CLI03649,2025-02-01,0,1,36.6
CLI03649,2025-03-01,0,0,-6.9
CLI03649,2025-06-01,3,2,-16.6
CLI03650,2023-08-01,0,0,33.1
CLI03650,2024-09-01,0,0,-22.3
CLI03650,2025-02-01,0,0,55.4
CLI03650,2025-08-01,0,1,9.9
CLI03651,2024-05-01,2,1,67.0
CLI03651,2024-12-01,2,1,-10.9
CLI03651,2025-01-01,2,1,29.8
CLI03652,2023-10-01,0,0,80.7
CLI03652,2024-11-01,0,0,97.1
CLI03653,2023-07-01,0,0,5.8
CLI03654,2024-09-01,3,1,-3.5
CLI03654,2025-02-01,1,2,55.4
CLI03654,2025-12-01,0,0,61.0
CLI03655,2024-08-01,0,0,70.7
CLI03655,2025-02-01,0,0,63.0
CLI03656,2025-01-01,0,0,-49.9
CLI03657,2025-08-01,1,2,-57.7
CLI03659,2022-11-01,0,2,42.8
CLI03659,2024-05-01,0,1,61.2
CLI03659,2025-07-01,2,1,12.6
CLI03660,2024-04-01,0,0,68.8
CLI03660,2024-09-01,0,0,63.8
CLI03660,2025-03-01,2,0,47.6
CLI03660,2025-04-01,2,2,9.3
CLI03661,2023-01-01,1,1,5.2
CLI03661,2024-12-01,0,1,85.6
CLI03661,2025-12-01,0,1,30.1
CLI03662,2025-02-01,1,1,21.7
CLI03662,2025-06-01,1,1,8.6
CLI03662,2025-08-01,0,2,24.8
CLI03663,2025-06-01,0,1,-22.3
CLI03664,2025-04-01,0,2,-10.7
CLI03665,2023-03-01,0,0,56.9
CLI03665,2023-06-01,1,0,17.8
CLI03665,2024-05-01,1,0,42.6
CLI03665,2025-04-01,0,1,48.2
CLI03665,2025-09-01,0,0,59.0
CLI03666,2024-07-01,0,1,26.9
CLI03666,2025-08-01,3,0,-1.1
CLI03666,2025-09-01,2,1,22.6
CLI03667,2024-04-01,0,0,-5.3
CLI03667,2025-04-01,2,1,24.5
CLI03667,2025-06-01,1,2,-10.4
CLI03668,2024-08-01,0,1,55.2
CLI03668,2024-11-01,1,2,10.3
CLI03668,2025-01-01,1,3,47.8
CLI03668,2025-02-01,1,0,27.1
CLI03668,2025-06-01,1,0,52.5
CLI03668,2025-08-01,1,2,13.3
CLI03669,2023-07-01,2,1,-1.8
CLI03669,2024-11-01,0,0,18.6
CLI03670,2023-04-01,1,2,48.0
CLI03670,2024-08-01,0,2,5.4
CLI03670,2025-03-01,1,0,36.5
CLI03671,2024-08-01,0,0,50.7
CLI03672,2024-06-01,1,0,27.5
CLI03673,2024-11-01,0,1,52.3
CLI03673,2025-03-01,0,0,47.7
CLI03674,2024-11-01,0,0,53.7
CLI03674,2025-03-01,1,2,-30.0
CLI03677,2023-10-01,0,1,67.5
CLI03677,2024-07-01,0,1,27.8
CLI03677,2025-01-01,2,1,26.8
CLI03677,2025-02-01,1,1,-14.1
CLI03678,2024-06-01,1,0,17.2
CLI03679,2022-12-01,2,0,37.4
CLI03679,2023-07-01,0,2,51.1
CLI03679,2023-12-01,0,0,39.3
CLI03680,2023-04-01,0,0,51.1
CLI03680,2023-10-01,0,1,25.7
CLI03680,2025-04-01,0,0,40.5
CLI03680,2025-08-01,1,1,55.9
CLI03681,2024-02-01,1,0,47.3
CLI03683,2024-08-01,0,0,17.3
CLI03683,2025-06-01,0,2,-15.4
CLI03683,2025-07-01,2,0,-27.1
CLI03684,2024-07-01,3,0,-11.2
CLI03684,2025-06-01,0,0,76.3
CLI03685,2023-05-01,0,0,69.2
CLI03685,2025-02-01,2,2,16.3
CLI03685,2025-03-01,4,0,-3.1
CLI03686,2022-10-01,0,0,13.9
CLI03686,2025-04-01,2,0,-7.1
CLI03686,2025-10-01,0,0,100.0
CLI03687,2023-02-01,0,1,68.5
CLI03688,2024-11-01,1,0,17.7
CLI03689,2023-08-01,0,1,33.9
CLI03689,2023-12-01,2,0,64.8
CLI03689,2024-08-01,0,0,68.3
CLI03690,2023-07-01,2,2,-27.4
CLI03690,2023-08-01,0,2,15.1
CLI03691,2023-11-01,1,0,23.8
CLI03691,2024-06-01,1,0,35.2
CLI03691,2024-12-01,0,1,46.1
CLI03692,2022-09-01,0,1,98.5
CLI03692,2023-03-01,0,0,19.2
CLI03692,2023-11-01,0,0,29.5
CLI03692,2024-08-01,2,1,-24.6
CLI03693,2023-02-01,0,1,62.5
CLI03693,2023-04-01,4,0,4.1
CLI03693,2024-03-01,0,2,22.6
CLI03695,2024-08-01,2,0,-0.3
CLI03695,2024-09-01,0,0,6.5
CLI03695,2024-10-01,2,1,32.8
CLI03695,2025-05-01,0,1,65.2
CLI03696,2025-03-01,0,0,56.4
CLI03697,2022-10-01,0,1,47.7
CLI03697,2023-03-01,0,0,25.0
CLI03697,2025-09-01,0,1,-0.2
CLI03698,2023-03-01,0,0,49.0
CLI03698,2025-01-01,5,0,16.9
CLI03699,2025-01-01,0,1,-14.6
CLI03699,2025-05-01,1,0,61.6
CLI03700,2023-09-01,0,0,26.8
CLI03700,2025-02-01,1,1,44.3
CLI03700,2025-07-01,3,0,-3.6
CLI03700,2025-08-01,1,1,2.3
CLI03701,2022-12-01,0,0,34.9
CLI03701,2025-06-01,1,1,-6.9
CLI03702,2025-06-01,3,1,-49.1
CLI03703,2025-01-01,1,1,31.1
CLI03703,2025-05-01,2,1,4.8
CLI03703,2025-06-01,0,0,-20.8
CLI03703,2025-07-01,2,1,-37.9
CLI03704,2024-12-01,0,0,34.5
CLI03705,2025-04-01,0,1,61.4
CLI03706,2023-02-01,0,0,34.0
CLI03706,2024-03-01,0,0,68.4
CLI03707,2023-10-01,0,1,67.8
CLI03707,2024-09-01,1,0,-69.3
CLI03707,2024-10-01,1,1,-44.6
CLI03707,2024-12-01,0,1,57.1
CLI03708,2023-11-01,0,0,42.3
CLI03708,2025-01-01,1,1,0.5
CLI03710,2023-06-01,0,0,-58.9
CLI03710,2023-07-01,2,0,4.0
CLI03710,2025-12-01,0,1,28.6
CLI03711,2024-04-01,0,0,42.7
CLI03711,2024-08-01,2,3,14.6
CLI03711,2025-04-01,0,0,7.9
CLI03712,2023-07-01,0,0,16.8
CLI03712,2025-01-01,3,1,-27.0
CLI03712,2025-03-01,4,0,-6.1
CLI03712,2025-11-01,0,1,34.3
CLI03713,2025-01-01,1,0,60.6
CLI03713,2025-04-01,2,1,-12.9
CLI03713,2025-06-01,2,2,37.8
CLI03713,2025-07-01,0,0,-26.7
CLI03714,2024-04-01,0,0,9.7
CLI03714,2025-02-01,1,3,29.7
CLI03715,2024-10-01,0,2,-0.3
CLI03715,2024-12-01,0,0,-54.1
CLI03715,2025-01-01,2,0,-9.4
CLI03715,2025-02-01,1,0,10.6
CLI03716,2024-03-01,0,3,69.7
CLI03716,2024-08-01,0,1,63.9
CLI03717,2023-06-01,0,1,50.8
CLI03717,2024-05-01,1,0,-3.6
CLI03717,2024-07-01,1,1,-25.2
CLI03718,2023-04-01,0,0,70.9
CLI03718,2023-06-01,0,0,69.2
CLI03718,2023-10-01,1,0,64.4
CLI03718,2023-11-01,2,0,37.2
CLI03718,2024-07-01,2,0,-23.3
CLI03718,2024-08-01,1,1,-3.7
CLI03719,2023-10-01,0,1,49.5
CLI03719,2024-01-01,1,0,38.8
CLI03719,2025-03-01,2,2,51.1
CLI03719,2025-09-01,0,1,20.0
CLI03720,2023-12-01,0,1,56.1
CLI03720,2025-01-01,0,1,60.5
CLI03721,2024-02-01,0,0,88.0
CLI03721,2024-06-01,0,0,-3.2
CLI03721,2025-09-01,1,2,1.0
CLI03722,2022-06-01,0,1,24.4
CLI03722,2023-08-01,1,1,65.0
CLI03722,2024-03-01,0,1,55.7
CLI03722,2024-05-01,0,0,53.4
CLI03722,2024-09-01,2,1,-12.1
CLI03722,2024-11-01,2,1,-35.7
CLI03722,2025-03-01,1,1,22.6
CLI03723,2022-12-01,0,1,7.8
CLI03723,2023-06-01,0,2,89.8
CLI03723,2025-04-01,1,2,3.3
CLI03723,2025-11-01,0,0,41.9
CLI03724,2024-09-01,0,0,34.1
CLI03724,2025-07-01,2,5,-27.8
CLI03725,2023-12-01,3,0,14.7
CLI03725,2025-02-01,0,1,85.2
CLI03726,2025-05-01,0,0,35.0
CLI03726,2025-08-01,0,2,68.2
CLI03726,2025-12-01,1,1,58.2
CLI03727,2022-12-01,0,2,25.7
CLI03728,2024-12-01,2,2,-36.6
CLI03729,2023-07-01,0,0,21.9
CLI03729,2024-01-01,0,0,72.6
CLI03729,2024-11-01,0,0,19.7
CLI03730,2023-04-01,1,1,-5.6
CLI03730,2023-05-01,2,0,1.6
CLI03730,2023-06-01,2,2,17.1
CLI03730,2025-06-01,0,0,70.9
CLI03731,2024-09-01,3,1,-33.4
CLI03731,2024-10-01,4,0,-3.2
CLI03732,2024-11-01,1,0,45.5
CLI03732,2025-02-01,3,0,23.6
CLI03732,2025-03-01,0,3,-0.2
CLI03732,2025-04-01,0,1,53.4
CLI03733,2023-02-01,0,1,25.2
CLI03733,2024-09-01,0,1,37.4
CLI03733,2025-03-01,2,1,45.1
CLI03733,2025-05-01,1,0,-71.3
CLI03734,2024-07-01,1,2,69.6
CLI03734,2024-12-01,1,0,28.6
CLI03734,2025-01-01,2,0,18.0
CLI03734,2025-02-01,2,0,2.7
CLI03734,2025-08-01,0,1,51.7
CLI03735,2024-03-01,0,0,92.8
CLI03735,2025-06-01,3,1,49.5
CLI03735,2025-09-01,0,1,52.7
CLI03737,2022-10-01,1,0,-20.9
CLI03737,2024-03-01,2,0,90.3
CLI03737,2024-09-01,0,1,74.4
CLI03737,2024-10-01,0,0,27.9
CLI03737,2025-06-01,2,0,9.3
CLI03737,2025-07-01,2,0,7.2
CLI03737,2025-12-01,1,1,51.5
CLI03738,2024-03-01,1,0,13.5
CLI03738,2024-10-01,1,1,45.2
