id_baja,id_cliente,fecha_solicitud,canal_solicitud,motivo
BAJA00813,CLI00517,2024-08-18,Tienda,Exceso de comunicaciones
BAJA00814,CLI02352,2025-11-02,SMS,No especifica
BAJA00815,CLI04437,2026-03-15,Email,No especifica
BAJA00816,CLI05718,2026-05-31,Tienda,No especifica
BAJA00817,CLI05686,2025-12-15,SMS,Exceso de comunicaciones
BAJA00818,CLI05438,2025-01-07,Email,Pidio no ser contactado en tienda
BAJA00819,CLI04619,2024-01-10,Email,Ya no es cliente
BAJA00820,CLI01979,2026-08-01,SMS,Ya no es cliente
BAJA00821,CLI01578,2023-06-10,Email,No especifica
BAJA00822,CLI00556,2024-09-20,Email,Exceso de comunicaciones
BAJA00823,CLI04585,2023-12-28,SMS,Exceso de comunicaciones
BAJA00824,CLI00221,2023-07-20,SMS,Pidio no ser contactado en tienda
BAJA00825,CLI02209,2024-05-27,Email,No especifica
BAJA00826,CLI02340,2025-08-05,SMS,Ya no es cliente
BAJA00827,CLI00206,2026-05-02,Tienda,No especifica
BAJA00828,CLI00346,2026-06-29,Tienda,No especifica
BAJA00829,CLI01692,2026-06-09,Formulario web,Exceso de comunicaciones
BAJA00830,CLI04234,2026-03-26,Tienda,No especifica
BAJA00831,CLI01012,2025-11-20,Formulario web,Ya no es cliente
BAJA00832,CLI05648,2023-12-30,Tienda,Ya no es cliente
BAJA00833,CLI03202,2022-11-15,Tienda,No especifica
BAJA00834,CLI04132,2026-07-05,WhatsApp,No especifica
BAJA00835,CLI05350,2025-08-02,Formulario web,Exceso de comunicaciones
BAJA00836,CLI04219,2024-11-17,Email,No especifica
BAJA00837,CLI01031,2024-06-09,Email,Ya no es cliente
BAJA00838,CLI03293,2025-06-02,Email,Exceso de comunicaciones
BAJA00839,CLI05995,2026-02-25,Tienda,Ya no es cliente
BAJA00840,CLI02362,2022-10-15,Email,Exceso de comunicaciones
BAJA00841,CLI02486,2026-05-30,Formulario web,Ya no es cliente
BAJA00842,CLI03370,2026-05-20,Email,Ya no es cliente
BAJA00843,CLI05308,2026-04-16,WhatsApp,Reclamo previo
BAJA00844,CLI01749,2025-12-20,Tienda,Ya no es cliente
BAJA00845,CLI05520,2023-11-25,Email,Reclamo previo
BAJA00846,CLI04009,2025-10-31,Email,No especifica
BAJA00847,CLI03243,2026-08-20,Tienda,Ya no es cliente
BAJA00848,CLI03398,2025-11-11,SMS,Exceso de comunicaciones
BAJA00849,CLI04064,2026-01-09,WhatsApp,Ya no es cliente
BAJA00850,CLI02132,2026-05-06,SMS,No especifica
BAJA00851,CLI01174,2026-02-04,Formulario web,Exceso de comunicaciones
BAJA00852,CLI00442,2026-01-14,SMS,Pidio no ser contactado en tienda
BAJA00853,CLI00459,2024-12-11,Email,Pidio no ser contactado en tienda
BAJA00854,CLI02061,2025-05-17,SMS,No especifica
BAJA00855,CLI00710,2026-07-06,SMS,Ya no es cliente
BAJA00856,CLI05370,2025-03-16,WhatsApp,Exceso de comunicaciones
BAJA00857,CLI00522,2024-02-29,Email,Ya no es cliente
BAJA00858,CLI04037,2024-11-21,Email,Exceso de comunicaciones
BAJA00859,CLI00269,2023-03-12,Tienda,Ya no es cliente
BAJA00860,CLI03928,2026-06-17,Tienda,No especifica
BAJA00861,CLI04322,2025-08-28,Formulario web,Exceso de comunicaciones
BAJA00862,CLI00601,2025-11-20,Tienda,Ya no es cliente
BAJA00863,CLI01062,2026-01-10,SMS,Pidio no ser contactado en tienda
BAJA00864,CLI01549,2026-03-30,Email,Pidio no ser contactado en tienda
BAJA00865,CLI01053,2026-03-24,Tienda,Exceso de comunicaciones
BAJA00866,CLI00220,2025-02-02,Email,No especifica
BAJA00867,CLI01495,2026-07-26,Tienda,No especifica
BAJA00868,CLI01161,2023-01-19,Formulario web,Ya no es cliente
BAJA00869,CLI04277,2025-12-04,WhatsApp,Reclamo previo
BAJA00870,CLI04184,2026-01-21,Email,Reclamo previo
BAJA00871,CLI05394,2024-09-22,SMS,Ya no es cliente
BAJA00872,CLI05855,2025-08-10,Email,Ya no es cliente
BAJA00873,CLI02318,2025-03-23,Tienda,Reclamo previo
BAJA00874,CLI00203,2026-06-23,SMS,Exceso de comunicaciones
BAJA00875,CLI01300,2025-12-31,WhatsApp,Exceso de comunicaciones
BAJA00876,CLI01977,2026-02-21,SMS,No especifica
BAJA00877,CLI00816,2022-11-03,Email,Ya no es cliente
BAJA00878,CLI04822,2024-01-23,WhatsApp,No especifica
BAJA00879,CLI03303,2025-05-12,Email,No especifica
BAJA00880,CLI05918,2024-03-29,Tienda,Exceso de comunicaciones
BAJA00881,CLI03438,2026-02-13,Formulario web,No especifica
BAJA00882,CLI00304,2024-08-31,Formulario web,Exceso de comunicaciones
BAJA00883,CLI01685,2023-05-04,WhatsApp,Exceso de comunicaciones
BAJA00884,CLI00983,2025-08-20,Email,No especifica
BAJA00885,CLI03843,2025-11-21,Email,Pidio no ser contactado en tienda
BAJA00886,CLI04102,2024-07-25,Tienda,Exceso de comunicaciones
BAJA00887,CLI02718,2024-05-13,Tienda,Exceso de comunicaciones
BAJA00888,CLI01592,2024-02-21,SMS,No especifica
BAJA00889,CLI01400,2026-08-04,Email,Reclamo previo
BAJA00890,CLI00936,2024-07-16,SMS,No especifica
BAJA00891,CLI02189,2026-01-14,Email,Ya no es cliente
BAJA00892,CLI04823,2025-12-25,Email,No especifica
BAJA00893,CLI02736,2024-03-28,Tienda,No especifica
BAJA00894,CLI03965,2024-07-04,SMS,Reclamo previo
BAJA00895,CLI01575,2023-09-02,WhatsApp,Exceso de comunicaciones
BAJA00896,CLI02365,2026-04-18,SMS,No especifica
BAJA00897,CLI00755,2025-08-08,Email,Ya no es cliente
BAJA00898,CLI00307,2025-09-29,Tienda,No especifica
BAJA00899,CLI00466,2025-09-22,Email,No especifica
BAJA00900,CLI05232,2023-11-06,Tienda,No especifica
BAJA00901,CLI04255,2026-05-15,SMS,No especifica
BAJA00902,CLI01720,2023-07-16,WhatsApp,Exceso de comunicaciones
BAJA00903,CLI05766,2026-03-17,Email,Reclamo previo
BAJA00904,CLI03383,2026-03-10,Email,Ya no es cliente
BAJA00905,CLI05957,2026-05-10,Email,Exceso de comunicaciones
BAJA00906,CLI02133,2023-05-12,SMS,No especifica
BAJA00907,CLI02154,2026-05-23,Tienda,No especifica
BAJA00908,CLI04670,2026-03-28,Formulario web,Reclamo previo
BAJA00909,CLI04080,2026-01-09,Email,Exceso de comunicaciones
BAJA00910,CLI00652,2025-05-11,WhatsApp,Exceso de comunicaciones
BAJA00911,CLI01757,2023-03-29,WhatsApp,Exceso de comunicaciones
BAJA00912,CLI02757,2022-11-17,Email,No especifica
BAJA00913,CLI02022,2025-01-28,SMS,Exceso de comunicaciones
BAJA00914,CLI00480,2025-05-12,Email,Exceso de comunicaciones
BAJA00915,CLI02307,2025-02-27,WhatsApp,Exceso de comunicaciones
BAJA00916,CLI05301,2024-12-23,Tienda,Exceso de comunicaciones
BAJA00917,CLI01018,2024-12-09,SMS,No especifica
BAJA00918,CLI03687,2023-07-06,Tienda,No especifica
BAJA00919,CLI00774,2026-02-07,Email,Exceso de comunicaciones
BAJA00920,CLI00337,2026-08-28,Tienda,No especifica
BAJA00921,CLI05041,2026-03-06,SMS,Ya no es cliente
BAJA00922,CLI04558,2026-03-14,WhatsApp,Exceso de comunicaciones
BAJA00923,CLI00951,2026-02-20,Email,No especifica
BAJA00924,CLI00523,2024-11-23,Formulario web,Exceso de comunicaciones
BAJA00925,CLI04087,2025-05-31,Email,Reclamo previo
BAJA00926,CLI01335,2024-06-03,Email,Exceso de comunicaciones
BAJA00927,CLI03795,2026-03-26,WhatsApp,Reclamo previo
BAJA00928,CLI03001,2026-02-06,WhatsApp,Ya no es cliente
BAJA00929,CLI03017,2026-05-01,Email,No especifica
BAJA00930,CLI05656,2024-01-28,Email,No especifica
BAJA00931,CLI04517,2025-02-22,Email,Reclamo previo
BAJA00932,CLI04271,2026-08-03,Email,Exceso de comunicaciones
BAJA00933,CLI03682,2022-10-30,WhatsApp,Exceso de comunicaciones
BAJA00934,CLI02076,2025-10-18,Tienda,No especifica
BAJA00935,CLI04955,2024-07-18,Formulario web,No especifica
BAJA00936,CLI03108,2023-03-06,SMS,Exceso de comunicaciones
BAJA00937,CLI00297,2023-07-09,Formulario web,Pidio no ser contactado en tienda
BAJA00938,CLI00405,2023-10-15,Email,No especifica
BAJA00939,CLI01609,2025-07-28,Email,No especifica
BAJA00940,CLI03414,2025-08-30,Email,Ya no es cliente
BAJA00941,CLI05397,2024-06-18,SMS,Pidio no ser contactado en tienda
BAJA00942,CLI01216,2025-10-25,WhatsApp,No especifica
BAJA00943,CLI04242,2025-11-17,Tienda,Reclamo previo
BAJA00944,CLI00323,2024-10-12,Tienda,Exceso de comunicaciones
BAJA00945,CLI00199,2024-11-03,Tienda,Ya no es cliente
BAJA00946,CLI04745,2022-11-21,Tienda,Ya no es cliente
BAJA00947,CLI03809,2023-04-28,Formulario web,Exceso de comunicaciones
BAJA00948,CLI04712,2025-03-05,Tienda,No especifica
BAJA00949,CLI00955,2026-03-10,Tienda,Exceso de comunicaciones
BAJA00950,CLI00149,2024-09-15,Tienda,Exceso de comunicaciones
BAJA00951,CLI05747,2025-08-12,Tienda,Exceso de comunicaciones
BAJA00952,CLI03532,2026-05-20,Tienda,No especifica
BAJA00953,CLI00689,2025-05-08,SMS,Ya no es cliente
BAJA00954,CLI00921,2025-12-16,Email,Exceso de comunicaciones
BAJA00955,CLI00622,2025-02-19,Email,Exceso de comunicaciones
BAJA00956,CLI01228,2025-03-15,WhatsApp,Exceso de comunicaciones
BAJA00957,CLI02868,2024-12-10,Formulario web,Exceso de comunicaciones
BAJA00958,CLI03610,2026-08-22,WhatsApp,No especifica
BAJA00959,CLI04925,2024-07-23,Email,Exceso de comunicaciones
BAJA00960,CLI03057,2025-09-29,WhatsApp,No especifica
BAJA00961,CLI05906,2026-03-14,Email,Ya no es cliente
BAJA00962,CLI02901,2025-10-03,Email,Exceso de comunicaciones
BAJA00963,CLI05586,2026-07-30,SMS,Ya no es cliente
BAJA00964,CLI00918,2026-05-29,Email,No especifica
BAJA00965,CLI04033,2026-04-19,Tienda,No especifica
BAJA00966,CLI02991,2025-10-08,Email,Ya no es cliente
BAJA00967,CLI01199,2024-12-02,Email,Exceso de comunicaciones
BAJA00968,CLI00644,2026-04-15,WhatsApp,No especifica
BAJA00969,CLI01691,2026-02-12,Formulario web,Pidio no ser contactado en tienda
BAJA00970,CLI00825,2022-05-23,Formulario web,Ya no es cliente
BAJA00971,CLI01427,2025-01-07,Tienda,Exceso de comunicaciones
BAJA00972,CLI01150,2026-07-18,Email,Exceso de comunicaciones
BAJA00973,CLI03777,2024-08-03,Email,Ya no es cliente
BAJA00974,CLI05254,2024-01-14,SMS,Ya no es cliente
BAJA00975,CLI01206,2023-12-27,SMS,Exceso de comunicaciones
BAJA00976,CLI05186,2026-04-18,Formulario web,Exceso de comunicaciones
BAJA00977,CLI01346,2026-02-24,Email,Exceso de comunicaciones
BAJA00978,CLI03700,2026-03-05,WhatsApp,Ya no es cliente
BAJA00979,CLI01554,2026-01-01,Tienda,Pidio no ser contactado en tienda
BAJA00980,CLI06009,2025-09-17,Email,Pidio no ser contactado en tienda
BAJA00981,CLI01269,2025-08-10,Tienda,Pidio no ser contactado en tienda
BAJA00982,CLI01244,2026-08-27,Email,Reclamo previo
BAJA00983,CLI03014,2026-01-04,WhatsApp,Pidio no ser contactado en tienda
BAJA00984,CLI00316,2023-06-18,SMS,Ya no es cliente
BAJA00985,CLI02471,2026-05-14,SMS,Reclamo previo
BAJA00986,CLI04050,2025-08-03,Tienda,No especifica
BAJA00987,CLI03805,2026-03-21,SMS,Ya no es cliente
BAJA00988,CLI02038,2026-04-30,Tienda,Pidio no ser contactado en tienda
BAJA00989,CLI05177,2024-11-07,Email,Exceso de comunicaciones
BAJA00990,CLI03593,2024-06-13,Tienda,No especifica
BAJA00991,CLI01117,2026-04-01,Email,No especifica
BAJA00992,CLI02085,2024-12-17,Tienda,Reclamo previo
BAJA00993,CLI04928,2025-01-12,WhatsApp,Pidio no ser contactado en tienda
BAJA00994,CLI02996,2024-03-17,Tienda,Exceso de comunicaciones
BAJA00995,CLI05954,2026-07-07,Tienda,Ya no es cliente
BAJA00996,CLI04024,2024-12-16,Tienda,Ya no es cliente
BAJA00997,CLI02084,2026-06-17,WhatsApp,Pidio no ser contactado en tienda
BAJA00998,CLI02405,2024-05-13,Tienda,Pidio no ser contactado en tienda
BAJA00999,CLI00289,2025-11-11,Tienda,No especifica
BAJA01000,CLI01889,2023-11-05,Email,Exceso de comunicaciones
BAJA01001,CLI00596,2025-02-28,Formulario web,Pidio no ser contactado en tienda
BAJA01002,CLI01790,2026-07-21,Email,Ya no es cliente
BAJA01003,CLI00445,2025-11-10,Email,No especifica
BAJA01004,CLI04478,2026-04-29,SMS,Exceso de comunicaciones
BAJA01005,CLI03875,2024-09-12,Email,Pidio no ser contactado en tienda
BAJA01006,CLI05838,2025-02-11,SMS,Ya no es cliente
BAJA01007,CLI02714,2025-10-31,Formulario web,No especifica
BAJA01008,CLI04063,2024-06-08,Formulario web,Ya no es cliente
BAJA01009,CLI02167,2023-04-17,Tienda,Reclamo previo
BAJA01010,CLI04592,2025-12-11,Formulario web,Ya no es cliente
BAJA01011,CLI00482,2026-03-03,Tienda,No especifica
BAJA01012,CLI01172,2026-05-16,Email,Exceso de comunicaciones
BAJA01013,CLI04077,2023-12-22,Email,Pidio no ser contactado en tienda
BAJA01014,CLI03735,2024-09-30,Email,Reclamo previo
BAJA01015,CLI03665,2025-12-14,Email,No especifica
BAJA01016,CLI00061,2025-03-03,Formulario web,Ya no es cliente
BAJA01017,CLI01786,2023-08-11,WhatsApp,Exceso de comunicaciones
BAJA01018,CLI05419,2025-11-05,Tienda,Exceso de comunicaciones
BAJA01019,CLI00611,2025-06-20,SMS,Exceso de comunicaciones
BAJA01020,CLI03401,2025-12-16,Email,Ya no es cliente
BAJA01021,CLI00180,2026-06-28,Email,No especifica
BAJA01022,CLI04007,2024-09-26,Formulario web,Exceso de comunicaciones
BAJA01023,CLI04031,2024-05-26,Email,No especifica
BAJA01024,CLI02900,2025-01-23,Tienda,Exceso de comunicaciones
BAJA01025,CLI04408,2025-08-12,Email,Exceso de comunicaciones
BAJA01026,CLI04994,2026-05-05,Email,Exceso de comunicaciones
BAJA01027,CLI04371,2025-06-07,Formulario web,Ya no es cliente
BAJA01028,CLI00232,2025-01-20,Formulario web,Ya no es cliente
BAJA01029,CLI05218,2026-03-26,Formulario web,No especifica
BAJA01030,CLI02507,2026-01-24,WhatsApp,Exceso de comunicaciones
BAJA01031,CLI05801,2023-04-06,Tienda,Exceso de comunicaciones
BAJA01032,CLI04890,2025-11-15,SMS,Exceso de comunicaciones
BAJA01033,CLI04379,2025-08-24,SMS,Exceso de comunicaciones
BAJA01034,CLI03781,2026-02-20,Email,Ya no es cliente
BAJA01035,CLI01181,2026-01-17,Formulario web,Ya no es cliente
BAJA01036,CLI04780,2025-01-29,SMS,No especifica
BAJA01037,CLI05544,2024-11-08,Email,Pidio no ser contactado en tienda
BAJA01038,CLI05478,2022-06-20,SMS,Ya no es cliente
BAJA01039,CLI01510,2022-12-11,SMS,No especifica
BAJA01040,CLI01901,2025-05-03,Tienda,Pidio no ser contactado en tienda
BAJA01041,CLI00939,2026-08-23,Tienda,Ya no es cliente
BAJA01042,CLI01165,2026-04-20,WhatsApp,Reclamo previo
BAJA01043,CLI01661,2026-04-24,Email,Pidio no ser contactado en tienda
BAJA01044,CLI01077,2023-06-14,Tienda,No especifica
BAJA01045,CLI04896,2024-12-28,SMS,No especifica
BAJA01046,CLI00972,2026-04-06,Formulario web,Exceso de comunicaciones
BAJA01047,CLI04067,2023-11-01,SMS,No especifica
BAJA01048,CLI02275,2025-04-04,SMS,Exceso de comunicaciones
BAJA01049,CLI00031,2026-05-12,WhatsApp,No especifica
BAJA01050,CLI01129,2026-01-06,Email,Exceso de comunicaciones
BAJA01051,CLI03818,2025-08-12,Email,No especifica
BAJA01052,CLI00183,2025-09-29,WhatsApp,No especifica
BAJA01053,CLI01617,2025-11-19,Tienda,Pidio no ser contactado en tienda
BAJA01054,CLI03240,2024-03-04,Tienda,Pidio no ser contactado en tienda
BAJA01055,CLI00792,2023-10-01,SMS,No especifica
BAJA01056,CLI01543,2026-05-17,SMS,Exceso de comunicaciones
BAJA01057,CLI04314,2026-05-26,WhatsApp,No especifica
BAJA01058,CLI01823,2026-02-08,Email,No especifica
BAJA01059,CLI02044,2024-10-19,Email,Exceso de comunicaciones
BAJA01060,CLI05545,2024-04-18,Tienda,Reclamo previo
BAJA01061,CLI02262,2026-03-15,Email,No especifica
BAJA01062,CLI02174,2023-04-11,Email,Ya no es cliente
BAJA01063,CLI02576,2025-07-11,SMS,Reclamo previo
BAJA01064,CLI02869,2025-06-19,Tienda,Exceso de comunicaciones
BAJA01065,CLI03071,2024-09-14,Email,Exceso de comunicaciones
BAJA01066,CLI02553,2024-06-13,SMS,Exceso de comunicaciones
BAJA01067,CLI01430,2025-10-20,Tienda,Pidio no ser contactado en tienda
BAJA01068,CLI05729,2025-09-14,Email,No especifica
BAJA01069,CLI00089,2025-06-15,Tienda,No especifica
BAJA01070,CLI05756,2025-11-13,WhatsApp,Ya no es cliente
BAJA01071,CLI05757,2024-10-23,SMS,No especifica
BAJA01072,CLI04531,2026-02-28,Email,No especifica
BAJA01073,CLI01898,2024-05-11,Tienda,Exceso de comunicaciones
BAJA01074,CLI05330,2023-09-20,WhatsApp,Ya no es cliente
BAJA01075,CLI01350,2026-04-14,Formulario web,Exceso de comunicaciones
BAJA01076,CLI05198,2025-03-24,Email,No especifica
BAJA01077,CLI01569,2026-08-08,Tienda,Reclamo previo
BAJA01078,CLI02724,2025-12-05,Tienda,Ya no es cliente
BAJA01079,CLI03199,2026-07-09,Email,Exceso de comunicaciones
BAJA01080,CLI02760,2025-07-14,Tienda,Ya no es cliente
BAJA01081,CLI04963,2025-06-28,Tienda,Ya no es cliente
BAJA01082,CLI02395,2024-11-10,WhatsApp,No especifica
BAJA01083,CLI03988,2024-12-22,Email,Exceso de comunicaciones
BAJA01084,CLI03807,2025-08-09,WhatsApp,Ya no es cliente
BAJA01085,CLI05763,2026-02-02,Email,Exceso de comunicaciones
BAJA01086,CLI04888,2025-09-19,Email,Exceso de comunicaciones
BAJA01087,CLI03901,2024-01-04,Email,Exceso de comunicaciones
BAJA01088,CLI01587,2025-12-10,Tienda,Exceso de comunicaciones
BAJA01089,CLI01389,2026-08-30,Tienda,Ya no es cliente
BAJA01090,CLI04829,2025-03-12,SMS,Exceso de comunicaciones
BAJA01091,CLI01259,2026-05-20,SMS,Pidio no ser contactado en tienda
BAJA01092,CLI03587,2025-07-09,SMS,Exceso de comunicaciones
BAJA01093,CLI03044,2024-11-28,Email,Ya no es cliente
BAJA01094,CLI05927,2023-12-01,WhatsApp,Exceso de comunicaciones
BAJA01095,CLI05282,2023-07-31,Tienda,No especifica
BAJA01096,CLI02876,2024-07-20,Email,Exceso de comunicaciones
BAJA01097,CLI02982,2026-01-20,Tienda,Exceso de comunicaciones
BAJA01098,CLI01968,2022-10-19,Formulario web,No especifica
BAJA01099,CLI05506,2024-05-04,Email,Exceso de comunicaciones
BAJA01100,CLI02524,2026-02-04,SMS,Pidio no ser contactado en tienda
BAJA01101,CLI04977,2026-03-01,Email,No especifica
BAJA01102,CLI00306,2026-08-27,Email,Exceso de comunicaciones
BAJA01103,CLI01022,2026-07-30,SMS,No especifica
BAJA01104,CLI02418,2024-12-09,Email,Pidio no ser contactado en tienda
BAJA01105,CLI02335,2025-02-27,Tienda,Exceso de comunicaciones
BAJA01106,CLI03573,2025-03-12,SMS,No especifica
BAJA01107,CLI00669,2026-01-23,Formulario web,Exceso de comunicaciones
BAJA01108,CLI03284,2025-10-08,Tienda,Exceso de comunicaciones
BAJA01109,CLI05144,2024-06-07,WhatsApp,Exceso de comunicaciones
BAJA01110,CLI02606,2024-03-06,Email,Exceso de comunicaciones
BAJA01111,CLI03166,2024-07-03,Email,Exceso de comunicaciones
BAJA01112,CLI00044,2024-06-14,Tienda,Ya no es cliente
BAJA01113,CLI05955,2026-08-10,WhatsApp,Ya no es cliente
BAJA01114,CLI05116,2025-12-13,SMS,No especifica
BAJA01115,CLI05220,2023-08-29,Email,Pidio no ser contactado en tienda
BAJA01116,CLI03530,2024-06-30,Email,No especifica
BAJA01117,CLI02787,2023-05-18,Email,Pidio no ser contactado en tienda
BAJA01118,CLI03924,2026-02-20,Tienda,Exceso de comunicaciones
BAJA01119,CLI01967,2025-07-29,Formulario web,Pidio no ser contactado en tienda
BAJA01120,CLI01996,2025-04-22,Email,Exceso de comunicaciones
BAJA01121,CLI01935,2026-06-20,WhatsApp,Ya no es cliente
BAJA01122,CLI03549,2023-10-30,Email,Exceso de comunicaciones
BAJA01123,CLI05270,2023-03-25,Tienda,Reclamo previo
BAJA01124,CLI05527,2025-05-27,SMS,Ya no es cliente
BAJA01125,CLI03347,2024-11-19,Email,Ya no es cliente
BAJA01126,CLI03214,2025-03-30,Tienda,Exceso de comunicaciones
BAJA01127,CLI02155,2025-09-28,Email,Pidio no ser contactado en tienda
BAJA01128,CLI04985,2026-03-04,WhatsApp,Exceso de comunicaciones
BAJA01129,CLI05749,2024-10-22,Email,Pidio no ser contactado en tienda
BAJA01130,CLI04098,2025-05-02,Formulario web,No especifica
BAJA01131,CLI02515,2025-01-05,Tienda,Pidio no ser contactado en tienda
BAJA01132,CLI04162,2026-07-26,Tienda,Ya no es cliente
BAJA01133,CLI01529,2025-08-24,WhatsApp,Ya no es cliente
BAJA01134,CLI02568,2025-11-15,Email,Exceso de comunicaciones
BAJA01135,CLI05238,2025-01-04,Formulario web,Pidio no ser contactado en tienda
BAJA01136,CLI04212,2025-10-13,Email,No especifica
BAJA01137,CLI05785,2025-10-15,Tienda,Reclamo previo
BAJA01138,CLI06019,2025-12-24,Email,Pidio no ser contactado en tienda
BAJA01139,CLI02341,2024-10-04,Tienda,Reclamo previo
BAJA01140,CLI04893,2025-11-11,Email,Exceso de comunicaciones
BAJA01141,CLI00339,2026-06-15,Tienda,Exceso de comunicaciones
BAJA01142,CLI03946,2025-07-31,WhatsApp,Exceso de comunicaciones
BAJA01143,CLI02595,2026-07-29,WhatsApp,Reclamo previo
BAJA01144,CLI04480,2024-07-11,Tienda,No especifica
BAJA01145,CLI03599,2026-06-03,Formulario web,No especifica
BAJA01146,CLI03136,2026-08-09,WhatsApp,Pidio no ser contactado en tienda
BAJA01147,CLI00739,2025-07-15,WhatsApp,Pidio no ser contactado en tienda
BAJA01148,CLI03152,2026-01-04,WhatsApp,Pidio no ser contactado en tienda
BAJA01149,CLI03070,2024-10-28,WhatsApp,Ya no es cliente
BAJA01150,CLI03703,2024-04-26,Email,Ya no es cliente
BAJA01151,CLI02695,2025-06-06,Email,Exceso de comunicaciones
BAJA01152,CLI00565,2025-11-23,Email,Exceso de comunicaciones
BAJA01153,CLI05429,2025-08-13,Tienda,Pidio no ser contactado en tienda
BAJA01154,CLI00015,2025-03-24,Tienda,Exceso de comunicaciones
BAJA01155,CLI04457,2024-05-17,Email,Ya no es cliente
BAJA01156,CLI03008,2026-03-12,Tienda,Ya no es cliente
BAJA01157,CLI00111,2024-04-30,Email,Ya no es cliente
BAJA01158,CLI03959,2024-11-24,SMS,Exceso de comunicaciones
BAJA01159,CLI03870,2024-12-04,SMS,Pidio no ser contactado en tienda
BAJA01160,CLI04105,2025-02-16,SMS,Exceso de comunicaciones
BAJA01161,CLI04534,2025-12-23,Tienda,Exceso de comunicaciones
BAJA01162,CLI01382,2024-02-03,Email,Exceso de comunicaciones
BAJA01163,CLI01625,2025-01-02,Email,Ya no es cliente
BAJA01164,CLI05936,2024-11-26,WhatsApp,Reclamo previo
BAJA01165,CLI00409,2026-02-03,Tienda,Ya no es cliente
BAJA01166,CLI02615,2026-05-18,Formulario web,Exceso de comunicaciones
BAJA01167,CLI05635,2024-11-13,Tienda,Exceso de comunicaciones
BAJA01168,CLI05661,2026-02-21,Email,No especifica
BAJA01169,CLI00095,2024-02-29,Email,No especifica
BAJA01170,CLI04111,2024-08-25,Email,Exceso de comunicaciones
BAJA01171,CLI02385,2025-02-25,Email,Ya no es cliente
BAJA01172,CLI03831,2025-08-30,WhatsApp,Reclamo previo
BAJA01173,CLI02424,2026-02-05,Email,Reclamo previo
BAJA01174,CLI03742,2025-01-18,WhatsApp,Ya no es cliente
BAJA01175,CLI03320,2025-06-29,Email,Exceso de comunicaciones
BAJA01176,CLI03656,2024-09-08,WhatsApp,Pidio no ser contactado en tienda
BAJA01177,CLI05234,2024-03-14,Email,Exceso de comunicaciones
BAJA01178,CLI01126,2024-10-02,WhatsApp,Reclamo previo
BAJA01179,CLI02611,2026-08-20,SMS,Exceso de comunicaciones
BAJA01180,CLI01068,2024-11-23,SMS,No especifica
BAJA01181,CLI03966,2024-05-13,Tienda,Exceso de comunicaciones
BAJA01182,CLI02913,2022-08-03,SMS,Exceso de comunicaciones
BAJA01183,CLI05877,2023-11-05,Tienda,Exceso de comunicaciones
BAJA01184,CLI01994,2026-01-15,Email,Ya no es cliente
BAJA01185,CLI01647,2024-11-06,SMS,Reclamo previo
BAJA01186,CLI04265,2026-01-31,Formulario web,Ya no es cliente
BAJA01187,CLI02444,2026-07-04,Email,Ya no es cliente
BAJA01188,CLI05570,2024-07-19,Email,No especifica
BAJA01189,CLI04494,2022-11-10,Formulario web,Exceso de comunicaciones
BAJA01190,CLI02168,2025-10-21,Formulario web,Pidio no ser contactado en tienda
BAJA01191,CLI05706,2026-07-02,Tienda,Pidio no ser contactado en tienda
BAJA01192,CLI01276,2026-07-11,WhatsApp,Pidio no ser contactado en tienda
BAJA01193,CLI04175,2025-09-28,Email,Ya no es cliente
BAJA01194,CLI00402,2026-02-02,WhatsApp,Exceso de comunicaciones
BAJA01195,CLI04107,2023-07-19,WhatsApp,Exceso de comunicaciones
BAJA01196,CLI00805,2026-04-04,Email,No especifica
BAJA01197,CLI02190,2025-09-20,Email,Ya no es cliente
BAJA01198,CLI03288,2023-10-26,SMS,Exceso de comunicaciones
BAJA01199,CLI05559,2025-11-22,Formulario web,Exceso de comunicaciones
BAJA01200,CLI05159,2025-06-23,Email,Pidio no ser contactado en tienda
BAJA01201,CLI05221,2024-07-08,Email,Reclamo previo
BAJA01202,CLI01030,2024-03-22,Tienda,Ya no es cliente
BAJA01203,CLI02696,2023-02-03,Email,No especifica
BAJA01204,CLI00041,2024-04-05,WhatsApp,Exceso de comunicaciones
BAJA01205,CLI02142,2026-04-15,WhatsApp,No especifica
BAJA01206,CLI03457,2024-12-15,Email,Pidio no ser contactado en tienda
BAJA01207,CLI05732,2025-05-29,WhatsApp,Pidio no ser contactado en tienda
BAJA01208,CLI02997,2025-01-04,Email,Exceso de comunicaciones
BAJA01209,CLI03188,2025-10-04,Email,Exceso de comunicaciones
BAJA01210,CLI05898,2026-07-30,WhatsApp,Exceso de comunicaciones
BAJA01211,CLI04899,2024-03-19,WhatsApp,Reclamo previo
