id_cliente,fecha_inscripcion,nivel,puntos_acumulados,puntos_canjeados,fecha_ultimo_movimiento
CLI01721,2024-03-24,Bronze,1955,83,2025-04-12
CLI02689,2024-10-10,Bronze,7506,1027,2025-01-01
CLI04251,2023-01-12,Bronze,108,65,2024-12-15
CLI00021,2024-04-18,Bronze,6178,3957,2025-05-16
CLI03091,2023-05-04,Bronze,1255,276,2024-01-11
CLI03029,2023-10-12,Silver,14888,281,2025-05-07
CLI04759,2023-11-23,Silver,16081,431,2025-09-11
CLI02021,2023-12-21,Bronze,3718,114,2025-05-25
CLI05858,2024-03-03,Bronze,21,3,2024-10-31
CLI03277,2024-10-21,Bronze,4119,2862,2025-01-17
CLI05019,2024-12-02,Bronze,2233,1321,2025-01-15
CLI00209,2025-12-06,Silver,12184,3514,2025-12-25
CLI05943,2024-08-08,Bronze,7497,389,2025-06-22
CLI03726,2024-08-04,Bronze,4444,3726,2025-08-09
CLI04212,2024-02-15,Bronze,7549,9245,2024-07-30
CLI06020,2024-09-01,Bronze,3769,2927,2025-04-06
CLI00151,2022-05-31,Bronze,1664,891,
CLI00023,2022-06-26,Bronze,2928,1530,2024-01-10
CLI05134,2025-07-23,Bronze,1609,973,2025-07-29
CLI05671,2023-10-30,Bronze,200,33,2023-12-07
CLI04656,2023-04-12,Bronze,457,36,2023-06-28
CLI01332,2023-05-03,Silver,21907,17674,
CLI02901,2025-09-11,Bronze,1187,123,2025-10-31
CLI00658,2023-06-17,Bronze,3037,16,2025-05-23
CLI03875,2024-08-04,Bronze,2316,1645,2025-11-16
CLI01383,2025-07-08,Bronze,1113,472,2025-08-30
CLI01808,2025-12-10,Bronze,618,69,2025-12-31
CLI02920,2022-02-20,Bronze,11242,6554,
CLI01963,2023-04-30,Bronze,43,11,2025-12-30
CLI03624,2025-08-31,Bronze,2852,15,2025-12-30
CLI03830,2022-07-26,Bronze,4460,805,
CLI04403,2024-08-01,Bronze,7466,4287,2025-02-06
CLI04962,2023-08-03,Bronze,657,393,2025-05-23
CLI00940,2022-03-26,Bronze,7692,2284,2024-12-15
CLI03420,2024-10-15,Bronze,3659,1529,2025-06-04
CLI02902,2023-03-28,Bronze,1225,677,
CLI04116,2024-02-15,Bronze,8289,3439,2025-09-18
CLI02104,2023-06-17,Bronze,844,418,2025-09-09
CLI01528,2024-04-03,Bronze,3095,559,2024-06-11
CLI00341,2025-08-10,Bronze,5681,2342,2025-11-22
CLI04437,2025-09-18,Bronze,2712,192,2025-11-04
CLI00421,2024-05-12,Bronze,4870,2338,2024-07-15
CLI00762,2022-11-13,Bronze,990,825,
CLI05034,2022-11-10,Bronze,1743,1483,
CLI03203,2023-05-11,Bronze,1820,869,
CLI03798,2024-01-07,Bronze,3206,1904,2024-09-23
CLI01869,2025-11-03,Bronze,11187,811,2025-12-09
CLI02589,2022-10-25,Bronze,5806,756,
CLI02776,2022-03-27,Silver,21091,11018,
CLI03083,2025-09-03,Bronze,1527,619,2025-11-02
CLI05011,2022-03-24,Bronze,868,210,2025-12-20
CLI00885,2025-05-06,Bronze,10311,7536,2025-10-13
CLI05081,2024-09-29,Bronze,1003,521,2025-01-29
CLI02588,2023-10-09,Bronze,414,82,2025-11-10
CLI03886,2022-09-05,Bronze,5035,2733,2023-08-17
CLI01287,2024-07-05,Bronze,9923,7728,2025-06-15
CLI03071,2023-10-19,Bronze,6438,3729,2025-03-02
CLI02954,2023-01-06,Bronze,6999,5084,2023-04-09
CLI00711,2022-10-17,Silver,18824,1698,
CLI05651,2025-09-04,Bronze,3852,2141,2025-09-19
CLI00099,2025-06-05,Silver,14171,8543,2025-10-09
CLI00891,2024-07-19,Bronze,1493,1024,2025-06-23
CLI04245,2025-04-23,Bronze,1766,201,2025-10-31
CLI01983,2022-11-14,Bronze,333,247,2025-06-19
CLI04225,2024-02-18,Bronze,2061,1595,2025-11-22
CLI03037,2024-05-12,Bronze,4900,1681,2025-01-20
CLI02514,2022-03-09,Bronze,5172,1719,
CLI01040,2025-09-09,Bronze,6408,1724,2025-09-24
CLI06009,2025-02-14,Bronze,2280,1109,2025-07-10
CLI05602,2025-08-12,Bronze,2317,576,2025-11-30
CLI05245,2023-12-15,Bronze,5891,729,2025-04-08
CLI01063,2025-07-18,Bronze,563,490,2025-07-26
CLI03388,2024-07-10,Bronze,8995,4097,2025-10-25
CLI04818,2024-02-17,Bronze,1492,426,2024-05-11
CLI01466,2025-03-20,Bronze,967,668,2025-07-01
CLI03369,2024-04-16,Bronze,2706,771,2024-11-30
CLI01992,2023-01-23,Bronze,8455,3780,2025-02-01
CLI05101,2023-01-09,Bronze,5700,157,
CLI01399,2025-04-01,Bronze,830,489,2025-04-04
CLI00671,2023-08-31,Bronze,734,83,2024-03-07
CLI05517,2025-08-01,Bronze,4455,2721,2025-12-30
CLI05516,2022-11-05,Bronze,1409,228,2023-04-02
CLI05276,2024-09-09,Bronze,3211,1786,2025-04-24
CLI02023,2024-02-23,Bronze,6341,3194,2025-06-26
CLI01197,2022-03-17,Bronze,2059,1546,2025-03-20
CLI00417,2025-07-14,Bronze,2037,1117,2025-12-27
CLI04193,2023-10-17,Bronze,877,439,2024-11-23
CLI03061,2025-08-09,Bronze,2914,1948,2025-10-05
CLI04669,2025-04-28,Bronze,1087,136,2025-08-29
CLI04350,2024-09-23,Bronze,2014,80,2025-07-14
CLI04125,2023-06-12,Bronze,10882,3236,2025-11-30
CLI02929,2025-08-03,Bronze,7831,4208,2025-10-20
CLI01012,2025-11-26,Bronze,755,107,2025-12-31
CLI05650,2025-04-04,Bronze,3380,4956,2025-12-29
CLI01237,2022-12-06,Bronze,10553,3563,
CLI01704,2024-10-31,Bronze,7918,4292,2024-11-23
CLI04623,2023-08-03,Bronze,5407,596,2025-11-06
CLI00899,2025-05-28,Bronze,4363,3272,2025-06-21
CLI00201,2022-04-10,Bronze,2176,2467,2025-01-25
CLI01728,2024-11-30,Bronze,4227,1959,2025-11-08
CLI02747,2023-11-09,Bronze,4135,3242,2024-02-17
CLI05040,2024-05-24,Bronze,7638,4642,2024-10-29
CLI00735,2024-09-24,Bronze,6705,2404,2025-08-04
CLI06045,2025-08-07,Bronze,7980,4689,2025-12-08
CLI01207,2023-07-11,Bronze,471,86,2024-04-02
CLI02750,2023-03-30,Silver,18117,11100,
CLI00600,2025-08-01,Bronze,5818,841,2025-09-16
CLI04088,2025-04-18,Bronze,8663,6919,2025-05-23
CLI00401,2023-10-26,Bronze,2019,1227,2025-11-20
CLI02367,2025-03-26,Silver,16426,6711,2025-08-17
CLI01777,2025-02-25,Bronze,7107,355,2025-09-14
CLI05310,2022-05-13,Bronze,1805,274,2023-10-02
CLI00515,2023-11-18,Bronze,164,106,2024-10-31
CLI05997,2023-07-03,Bronze,2046,5,2024-07-14
CLI04369,2023-12-06,Bronze,5249,902,2025-05-11
CLI03111,2023-10-29,Bronze,8329,3833,2023-12-28
CLI04926,2022-11-27,Bronze,2540,2264,2025-01-09
CLI00815,2022-09-13,Bronze,29,6,2025-11-26
CLI03175,2024-09-04,Bronze,2477,3239,2025-06-17
CLI00892,2023-10-18,Bronze,2100,1567,2025-01-07
CLI01506,2025-11-13,Bronze,6408,1127,2025-11-30
CLI05987,2023-12-25,Bronze,494,399,2025-01-12
CLI04518,2022-03-03,Bronze,918,247,2025-11-24
CLI05398,2025-09-21,Bronze,4034,878,2025-11-06
CLI04725,2025-09-29,Bronze,4826,3159,2025-11-24
CLI01036,2025-08-12,Bronze,293,187,2025-11-28
CLI03621,2022-05-19,Bronze,1311,797,2023-06-07
CLI00220,2023-04-13,Bronze,6524,3106,
CLI03461,2024-03-23,Bronze,1472,815,2025-05-02
CLI03689,2023-08-09,Bronze,1941,501,2024-07-31
CLI00134,2023-07-30,Silver,14159,2904,2025-09-17
CLI05862,2022-06-20,Bronze,1752,1463,
CLI05342,2023-05-24,Bronze,2226,1786,2023-10-22
CLI00822,2024-12-01,Bronze,9421,6567,2025-02-28
CLI05230,2022-12-28,Bronze,3307,1703,2023-06-09
CLI01510,2022-05-05,Bronze,10764,2297,2023-12-26
CLI01415,2024-05-24,Bronze,839,255,2025-08-04
CLI03695,2024-07-11,Bronze,3613,348,2025-10-27
CLI03259,2024-11-22,Bronze,2840,417,2025-07-27
CLI04717,2022-10-24,Bronze,6103,4069,2024-03-22
CLI03453,2022-11-27,Bronze,4770,2309,2024-01-12
CLI05840,2025-10-24,Bronze,6834,3001,2025-12-07
CLI05619,2025-12-26,Bronze,362,169,2025-12-28
CLI03316,2022-10-19,Silver,12146,92,2025-06-24
CLI05692,2024-05-12,Bronze,525,5,2025-04-06
CLI00601,2025-07-17,Bronze,1544,1149,2025-12-07
CLI05660,2022-12-20,Bronze,1243,1102,2022-12-27
CLI02375,2023-09-26,Bronze,7399,2207,2025-05-23
CLI05747,2023-01-20,Bronze,1271,1091,2024-01-08
CLI02982,2024-05-02,Bronze,1284,187,2024-05-25
CLI03087,2023-09-18,Bronze,7048,3223,2025-08-13
CLI00855,2024-11-08,Bronze,210,48,2025-08-13
CLI00488,2023-09-23,Bronze,1358,1060,2025-08-28
CLI04322,2025-07-23,Bronze,1106,407,2025-08-28
CLI00593,2024-07-01,Bronze,9582,2719,2025-01-25
CLI01609,2024-07-30,Bronze,10554,6083,2024-10-19
CLI05233,2025-04-05,Bronze,3211,1987,2025-10-17
CLI04749,2023-01-14,Bronze,7356,4028,
CLI05689,2023-06-07,Bronze,4412,272,2024-09-14
CLI00100,2024-09-29,Bronze,8175,3488,2024-11-11
CLI02997,2024-03-09,Bronze,269,228,2024-07-14
CLI04575,2024-11-20,Bronze,1715,551,2024-11-28
CLI02133,2023-03-30,Bronze,3978,2974,2024-02-14
CLI02979,2023-06-28,Bronze,689,592,2024-06-09
CLI00414,2025-06-21,Bronze,14,1,2025-11-20
CLI00358,2025-11-02,Bronze,3659,2139,2025-12-22
CLI03606,2025-10-30,Silver,13322,2529,2025-11-08
CLI03439,2025-10-14,Bronze,2044,824,2025-10-28
CLI04495,2023-01-10,Bronze,1128,518,
CLI03450,2024-02-16,Bronze,2127,1802,2024-04-28
CLI00016,2024-01-06,Bronze,1666,1376,2024-04-02
CLI01962,2022-04-01,Bronze,2535,752,2023-10-27
CLI00204,2025-02-09,Bronze,6748,2201,2025-09-26
CLI00037,2025-09-06,Bronze,3425,2213,2025-11-27
CLI00436,2022-06-23,Bronze,8088,6047,
CLI00590,2023-11-17,Bronze,1721,1125,2025-10-06
CLI01966,2024-09-13,Silver,18745,11929,2025-05-01
CLI04742,2024-09-04,Bronze,1740,910,2025-11-15
CLI03640,2024-01-30,Bronze,2884,1177,2025-04-20
CLI00013,2022-09-30,Bronze,5298,3043,
CLI05015,2025-06-05,Bronze,8304,1744,2025-10-01
CLI01449,2024-03-15,Bronze,6148,2450,2024-09-28
CLI02557,2024-07-26,Bronze,3696,1988,2024-12-16
CLI04891,2025-04-09,Bronze,6368,4328,2025-11-11
CLI01531,2023-04-28,Bronze,1253,631,
CLI00541,2022-06-17,Bronze,932,640,2022-10-31
CLI02484,2023-09-15,Bronze,2425,574,2024-08-19
CLI03481,2022-02-22,Bronze,562,6,2024-04-24
CLI04837,2023-09-15,Bronze,6857,3319,2023-12-08
CLI06049,2022-04-26,Bronze,7443,605,
CLI02339,2022-04-20,Bronze,7399,8972,2023-03-27
CLI01496,2025-03-31,Bronze,968,855,2025-09-10
CLI03815,2023-04-20,Bronze,9778,8545,2025-06-26
CLI05833,2024-01-28,Bronze,180,114,2024-08-11
CLI03900,2024-11-03,Bronze,3000,2038,2025-03-02
CLI03060,2025-09-07,Bronze,1350,1668,2025-09-30
CLI03595,2025-02-05,Bronze,11860,7711,2025-09-17
CLI02202,2022-06-24,Bronze,1016,523,2022-10-07
CLI03251,2022-02-23,Bronze,2828,505,2022-10-19
CLI05924,2024-05-22,Bronze,8010,1168,2025-11-22
CLI01969,2024-06-13,Bronze,7502,1577,2025-06-01
CLI00706,2025-08-12,Bronze,2218,1531,2025-10-14
CLI04282,2022-06-06,Bronze,10473,9030,2025-08-25
CLI05235,2025-10-02,Bronze,7351,1289,2025-12-21
CLI01981,2024-05-11,Bronze,3235,2875,2025-06-05
CLI00440,2025-05-27,Bronze,7816,3040,2025-12-03
CLI05281,2024-01-30,Bronze,9395,4691,2024-03-11
CLI02118,2022-12-16,Silver,17398,4116,
CLI05726,2025-03-24,Bronze,3595,566,2025-06-09
CLI00925,2023-08-29,Bronze,1958,477,2023-10-25
CLI01689,2022-09-06,Bronze,2480,757,
CLI04167,2024-01-13,Bronze,4880,4004,2025-08-02
CLI05762,2025-01-23,Bronze,435,197,2025-12-26
CLI04323,2025-12-28,Bronze,670,5,2025-12-31
CLI05308,2024-05-14,Bronze,2782,27,2025-05-23
CLI01135,2025-09-15,Bronze,4166,1639,2025-11-06
CLI02470,2024-10-24,Bronze,8670,4099,2024-11-10
CLI01109,2022-12-02,Bronze,591,246,2024-05-28
CLI05781,2023-07-13,Bronze,5363,3552,2023-12-09
CLI02601,2024-04-26,Bronze,5677,2947,2025-11-30
CLI04489,2025-07-28,Bronze,1311,872,2025-11-24
CLI02524,2025-11-21,Bronze,6706,973,2025-12-15
CLI02769,2025-08-02,Bronze,51,41,2025-11-30
CLI00769,2023-03-14,Bronze,6722,4448,2025-08-15
CLI02883,2022-05-04,Bronze,1447,990,2025-05-23
CLI05848,2025-04-20,Bronze,4518,568,2025-05-16
CLI03022,2024-11-01,Bronze,838,214,2025-03-01
CLI03146,2023-03-24,Bronze,9376,1393,2024-08-08
CLI01920,2023-12-17,Bronze,644,332,2024-04-19
CLI02139,2024-10-02,Bronze,3373,169,2025-01-07
CLI03409,2024-09-24,Bronze,1678,1022,2025-09-21
CLI00796,2022-12-20,Bronze,2472,220,2025-10-02
CLI02520,2022-04-09,Bronze,3416,476,2024-08-30
CLI02884,2023-03-23,Bronze,5709,3901,2023-10-22
CLI00638,2023-05-26,Bronze,5148,566,2024-08-14
CLI03892,2022-03-11,Bronze,464,22,2025-04-27
CLI02347,2022-06-12,Bronze,6501,212,
CLI01326,2025-01-16,Bronze,3126,26,2025-01-22
CLI05146,2024-05-11,Silver,13292,8368,2024-06-05
CLI03757,2023-12-11,Bronze,205,177,2024-09-15
CLI02668,2024-11-29,Bronze,7215,5209,2025-09-19
CLI05892,2022-03-16,Bronze,2005,464,2023-12-17
CLI04640,2024-11-09,Bronze,2932,2267,2025-01-18
CLI03864,2022-10-20,Bronze,992,71,2023-12-17
CLI00439,2023-04-11,Bronze,91,57,2025-07-25
CLI03028,2022-08-28,Bronze,46,23,2023-03-01
CLI03390,2024-06-25,Bronze,1736,872,2024-12-09
CLI01570,2022-10-14,Bronze,11843,6842,
CLI05972,2023-12-01,Bronze,3808,304,2024-05-16
CLI01238,2023-11-25,Bronze,9506,613,2025-02-11
CLI05026,2023-10-24,Bronze,1119,340,2025-10-26
CLI02305,2023-10-30,Bronze,800,1165,2024-07-24
CLI05799,2025-09-05,Bronze,3152,644,2025-10-27
CLI03656,2022-04-10,Bronze,7716,3558,2024-12-31
CLI03422,2025-07-31,Bronze,1228,598,2025-10-24
CLI05995,2025-07-27,Bronze,2677,310,2025-11-18
CLI05284,2025-11-18,Bronze,2040,1809,2025-11-29
CLI03202,2022-06-04,Bronze,1564,174,2022-09-15
CLI02351,2023-02-27,Bronze,6919,2102,2024-11-29
CLI03250,2022-07-12,Bronze,4772,2870,2024-02-07
CLI05764,2024-12-07,Bronze,4708,1368,2025-03-02
CLI01540,2025-07-28,Bronze,2714,1800,2025-12-10
CLI04187,2025-06-26,Bronze,7086,1614,2025-08-28
CLI05766,2025-12-15,Bronze,10077,592,2025-12-16
CLI05510,2023-02-07,Bronze,471,375,2023-03-24
CLI00462,2024-12-04,Bronze,4470,1172,2025-08-23
CLI04791,2022-04-09,Silver,12159,9689,
CLI00814,2023-11-18,Bronze,6681,4154,2025-08-18
CLI03764,2022-10-15,Bronze,556,391,
CLI02843,2024-10-26,Bronze,11560,7056,2025-03-08
CLI01794,2024-06-30,Bronze,3794,876,2024-09-28
CLI01055,2025-02-23,Bronze,9429,4364,2025-09-30
CLI04286,2025-05-20,Bronze,431,30,2025-06-01
CLI02219,2022-05-28,Bronze,873,711,
CLI01807,2024-04-15,Bronze,1485,642,2025-01-05
CLI05732,2024-09-09,Bronze,4070,3162,2025-12-08
CLI04091,2022-10-10,Bronze,4644,516,2023-10-27
CLI01181,2025-05-14,Bronze,1399,14,2025-06-10
CLI00178,2023-02-15,Bronze,9869,5386,2023-10-12
CLI02158,2025-09-12,Bronze,8638,2803,2025-09-25
CLI00737,2023-10-05,Bronze,5650,1535,2024-01-08
CLI05387,2022-08-31,Bronze,166,134,
CLI03558,2023-12-05,Bronze,2790,2506,2025-11-04
CLI02698,2022-07-21,Bronze,6997,3896,
CLI02856,2024-09-29,Bronze,10960,5135,2025-04-05
CLI00690,2022-12-19,Bronze,11350,7897,
CLI02893,2022-03-27,Bronze,2495,1357,2022-03-28
CLI01534,2023-05-06,Bronze,54,9,2023-10-19
CLI00192,2025-05-16,Bronze,863,221,2025-06-29
CLI02274,2023-08-16,Bronze,2034,177,2024-01-26
CLI00653,2024-06-07,Bronze,5251,2830,2024-12-22
CLI05744,2022-06-14,Bronze,1946,162,2024-06-22
CLI05515,2024-03-26,Bronze,7992,2487,2025-01-24
CLI02088,2022-03-03,Bronze,1461,238,
CLI01459,2025-03-29,Bronze,4103,2123,2025-10-18
CLI03062,2025-02-20,Bronze,1329,713,2025-05-16
CLI05496,2025-11-16,Bronze,2552,3539,2025-11-20
CLI00896,2025-10-06,Bronze,7706,4034,2025-12-05
CLI01733,2022-12-11,Bronze,4275,1048,2025-03-22
CLI05232,2023-10-01,Bronze,8427,5174,2024-03-26
CLI02356,2022-04-24,Bronze,3052,2685,2025-08-30
CLI00128,2023-03-18,Bronze,4227,3139,
CLI04039,2025-07-17,Bronze,560,123,2025-11-13
CLI02583,2023-03-25,Bronze,2561,1131,2024-11-16
CLI00820,2025-07-10,Bronze,11834,7216,2025-07-27
CLI03215,2024-12-26,Bronze,2845,1273,2025-06-12
CLI05494,2024-03-05,Bronze,6142,5354,2024-04-25
CLI05618,2023-11-30,Bronze,2126,1098,2025-06-07
CLI00031,2025-07-05,Bronze,5849,822,2025-10-09
CLI02388,2025-03-22,Bronze,468,341,2025-09-24
CLI05608,2023-09-22,Bronze,447,346,2024-07-22
CLI05605,2023-12-01,Bronze,376,187,2024-10-03
CLI05626,2025-11-12,Bronze,2308,1952,2025-11-22
CLI03449,2023-12-31,Bronze,6591,5605,2024-06-12
CLI05064,2023-09-01,Bronze,61,42,2023-10-27
CLI04524,2023-12-30,Silver,19259,15312,2024-02-10
CLI04882,2023-08-16,Bronze,868,358,2024-06-18
CLI00928,2025-11-30,Bronze,9053,117,2025-12-02
CLI04363,2025-09-12,Bronze,838,104,2025-12-11
CLI05827,2023-09-23,Bronze,10187,14217,2024-09-24
CLI00451,2024-09-01,Bronze,6508,3658,2025-03-18
CLI02482,2023-01-12,Bronze,985,789,
CLI01120,2023-06-05,Bronze,2636,1677,2023-07-20
CLI05541,2022-10-01,Bronze,2150,322,2024-06-09
CLI01782,2025-07-13,Silver,16501,7407,2025-12-05
CLI04329,2022-12-01,Bronze,2268,2683,
CLI00325,2022-03-10,Bronze,1343,1111,
CLI05763,2024-03-27,Bronze,1914,31,2024-06-30
CLI02709,2023-08-10,Bronze,3937,2067,2025-06-15
CLI00457,2024-03-01,Bronze,5660,4987,2025-04-16
CLI01354,2025-07-01,Bronze,4402,33,2025-11-05
CLI05084,2024-11-02,Silver,12051,5133,2025-01-20
CLI04504,2025-02-16,Bronze,4133,2499,2025-03-25
CLI02538,2025-07-28,Bronze,7857,3842,2025-12-12
CLI05324,2023-03-27,Bronze,3240,1515,
CLI04345,2023-09-30,Bronze,796,354,2024-04-15
CLI03471,2023-02-25,Bronze,1799,525,
CLI05539,2022-03-04,Bronze,4262,3736,2023-10-13
CLI05627,2024-12-03,Bronze,4024,2702,2025-09-09
CLI01882,2023-06-12,Bronze,213,35,2023-10-18
CLI01737,2025-12-12,Bronze,191,112,2025-12-16
CLI00410,2022-05-20,Bronze,3510,1220,2024-01-12
CLI05428,2025-10-01,Bronze,10610,2368,2025-10-28
CLI02821,2022-05-20,Bronze,6150,4325,2024-08-04
CLI00137,2023-09-17,Bronze,2551,2131,2024-03-30
CLI02129,2024-08-20,Bronze,4942,3924,2024-12-16
CLI02568,2025-03-13,Bronze,557,355,2025-07-25
CLI05347,2022-02-06,Bronze,3130,530,2023-05-16
CLI02585,2025-01-27,Bronze,4349,94,2025-09-22
CLI00802,2023-10-09,Bronze,7837,5722,2025-07-05
CLI04659,2023-05-04,Bronze,6596,4284,2025-10-08
CLI02579,2025-01-22,Bronze,8002,4384,2025-03-17
CLI00533,2023-04-16,Bronze,2819,1288,
CLI02281,2024-03-28,Bronze,5589,4647,2025-12-11
CLI03470,2022-04-28,Bronze,10320,5570,2023-01-10
CLI03577,2024-05-09,Bronze,5547,4294,2024-05-18
CLI04997,2025-12-18,Bronze,1763,274,2025-12-21
CLI03360,2025-11-12,Bronze,2152,1082,2025-11-24
CLI02632,2025-11-15,Bronze,3810,1682,2025-11-26
CLI00540,2023-09-10,Bronze,10772,3880,2025-12-01
CLI02906,2024-06-11,Bronze,3125,411,2025-08-03
CLI04399,2023-01-21,Bronze,11468,8861,
CLI03311,2022-10-13,Bronze,686,467,
CLI05513,2022-07-23,Bronze,806,141,2024-01-29
CLI03680,2023-05-08,Bronze,584,238,2023-11-02
CLI00035,2022-03-31,Bronze,7166,740,2024-01-21
CLI03528,2024-04-16,Bronze,7399,3369,2025-03-07
CLI03649,2025-07-22,Bronze,2402,408,2025-09-17
CLI00744,2023-03-27,Bronze,3177,250,2024-12-29
CLI03262,2024-11-17,Bronze,9306,1910,2025-02-11
CLI00904,2023-01-19,Bronze,255,39,
CLI02922,2025-03-14,Bronze,365,245,2025-06-22
CLI00263,2023-04-23,Bronze,2577,523,2025-01-14
CLI01917,2024-03-23,Bronze,5929,503,2025-03-21
CLI02863,2024-05-26,Bronze,5732,3406,2025-12-23
CLI04169,2025-05-02,Bronze,5250,476,2025-10-02
CLI02297,2023-08-20,Bronze,6035,3505,2024-01-24
CLI05958,2025-08-16,Bronze,2875,2019,2025-09-12
CLI02841,2023-12-16,Bronze,3164,2033,2025-12-06
CLI03878,2023-10-22,Bronze,583,312,2025-06-29
CLI04969,2024-01-04,Bronze,6398,2548,2024-10-16
CLI02573,2024-03-10,Bronze,2404,122,2025-03-19
CLI02170,2025-08-23,Bronze,626,260,2025-12-03
CLI04846,2024-12-27,Bronze,5658,4474,2025-12-30
CLI00498,2024-10-20,Bronze,262,48,2025-05-09
CLI01860,2024-07-05,Bronze,2630,1362,2024-09-28
CLI04359,2024-06-29,Bronze,1784,308,2025-12-04
CLI04474,2022-08-10,Bronze,6613,885,2023-04-30
CLI05948,2022-06-24,Bronze,410,350,
CLI05031,2022-02-20,Bronze,9507,6816,
CLI00998,2022-09-09,Bronze,5689,1020,
CLI02686,2022-05-11,Bronze,685,387,
CLI01663,2025-02-27,Bronze,6371,4688,2025-12-30
CLI03358,2023-02-19,Bronze,516,373,
CLI04864,2025-05-23,Bronze,276,155,2025-10-19
CLI02909,2025-03-05,Bronze,4954,248,2025-12-23
CLI02082,2024-11-28,Bronze,2407,1922,2025-03-19
CLI03855,2024-07-23,Bronze,2612,1746,2025-05-26
CLI03407,2022-05-09,Bronze,320,7,2023-02-27
CLI00199,2023-10-04,Bronze,5821,189,2025-07-28
CLI04701,2023-06-28,Bronze,4825,1795,2025-12-21
CLI02064,2024-01-23,Silver,12035,1064,2024-12-31
CLI04298,2024-10-21,Bronze,86,6,2024-11-20
CLI05112,2025-01-11,Bronze,2485,1189,2025-08-24
CLI01845,2024-04-25,Bronze,2789,2145,2024-10-05
CLI00548,2024-01-03,Bronze,3215,384,2024-03-02
CLI04114,2025-07-11,Bronze,3717,1224,2025-12-16
CLI00565,2022-07-25,Bronze,1417,884,
CLI00695,2025-03-28,Bronze,373,226,2025-12-18
CLI04628,2025-05-25,Bronze,2540,1203,2025-12-05
CLI02653,2025-05-27,Bronze,8204,2024,2025-11-17
CLI04433,2025-01-19,Bronze,1490,718,2025-02-18
CLI05461,2023-04-02,Bronze,4753,526,
CLI01051,2024-06-14,Silver,13645,1729,2024-07-08
CLI03034,2025-01-29,Bronze,4063,2755,2025-04-15
CLI00705,2022-04-19,Bronze,1815,177,2022-06-21
CLI01333,2024-05-07,Bronze,6440,1011,2024-10-05
CLI03622,2024-03-29,Bronze,922,100,2024-09-24
CLI05062,2025-09-30,Silver,24311,16387,2025-11-19
CLI03805,2024-12-17,Bronze,6439,2180,2025-10-20
CLI01117,2024-10-07,Bronze,1424,394,2025-03-18
CLI01400,2024-12-20,Bronze,3772,2303,2025-08-19
CLI04430,2025-09-28,Bronze,106,76,2025-11-18
CLI01439,2022-10-19,Bronze,222,5,2023-05-21
CLI03158,2024-09-25,Bronze,2051,1488,2024-09-27
CLI00241,2022-04-05,Bronze,2150,496,2023-02-28
CLI01159,2023-10-27,Bronze,5243,2485,2024-04-06
CLI04604,2022-01-31,Bronze,1004,606,
CLI00456,2025-06-04,Bronze,3839,2541,2025-11-07
CLI04883,2022-12-22,Bronze,8558,3988,2023-11-30
CLI04367,2025-04-29,Bronze,386,188,2025-04-30
CLI02927,2023-02-12,Bronze,2177,339,2023-10-02
CLI00106,2023-12-16,Bronze,3079,683,2025-08-26
CLI01894,2022-12-15,Bronze,7033,3028,
CLI00728,2025-05-30,Bronze,984,681,2025-11-09
CLI04351,2025-10-14,Silver,12056,4334,2025-10-27
CLI04289,2022-09-12,Bronze,3174,2814,2022-11-14
CLI03613,2025-12-01,Bronze,375,199,2025-12-28
CLI00823,2025-06-28,Bronze,1151,777,2025-08-09
CLI05770,2024-10-20,Bronze,8500,3171,2024-12-19
CLI03546,2024-02-27,Bronze,1256,975,2025-02-10
CLI00197,2024-12-26,Bronze,2467,1397,2025-12-03
CLI05296,2022-11-23,Bronze,786,292,
CLI03220,2024-04-29,Bronze,5894,1537,2024-11-21
CLI04374,2023-06-14,Bronze,3921,871,2024-12-27
CLI03535,2023-07-26,Silver,13319,4331,2024-04-29
CLI05104,2025-02-23,Bronze,332,74,2025-10-22
CLI04720,2025-04-11,Bronze,4341,521,2025-07-18
CLI03977,2024-02-20,Bronze,879,678,2024-07-28
CLI03654,2025-04-25,Bronze,4341,2875,2025-11-29
CLI05250,2024-01-08,Bronze,6903,5803,2024-07-30
CLI03911,2023-09-01,Bronze,3366,2428,2025-02-07
CLI02700,2023-10-03,Bronze,7329,226,2024-09-22
CLI02984,2025-08-05,Bronze,0,0,2025-12-28
CLI01365,2024-04-14,Bronze,9662,1788,2024-11-11
CLI02457,2025-01-01,Bronze,323,91,2025-07-02
CLI02307,2024-02-29,Bronze,2691,20,2025-08-07
CLI00024,2025-06-06,Bronze,4153,1148,2025-10-30
CLI00637,2024-08-06,Bronze,519,341,2025-04-18
CLI05567,2024-05-17,Silver,22025,1038,2024-07-09
CLI00431,2023-07-30,Bronze,3481,3006,2024-10-19
CLI00721,2024-01-28,Silver,15811,3502,2024-10-09
CLI03332,2022-05-16,Bronze,9536,3860,2024-10-22
CLI01679,2024-04-04,Bronze,1783,1131,2025-11-29
CLI03327,2024-03-01,Bronze,4396,564,2024-03-08
CLI02316,2024-12-06,Bronze,1127,912,2025-07-24
CLI05971,2022-03-06,Bronze,5744,2148,
CLI01306,2023-01-10,Bronze,1960,1432,2024-05-19
CLI03678,2025-04-02,Bronze,4237,523,2025-12-20
CLI01211,2024-08-27,Bronze,3239,1410,2025-08-07
CLI02148,2022-04-17,Bronze,3656,1073,
