id_transaccion,fecha,id_tienda,canal,id_cliente,categoria,monto_neto,unidades,medio_pago
TX0001149,2023-06-27,T10,Tienda,CLI04383,Organizacion,12612.93,2,Tarjeta debito
TX0040131,2023-09-13,T08,Tienda,CLI04339,Textil hogar,10742.53,4,Billetera virtual
TX0042115,2023-10-02,T26,Tienda,CLI00692,Cocina y mesa,6044.55,2,Tarjeta debito
TX0047964,2025-10-21,T28,Tienda,CLI02532,Organizacion,9531.33,3,Efectivo
TX0024545,2025-09-02,,Online,,Iluminacion,14187.15,2,Billetera virtual
TX0010979,2025-04-21,,Online,,Organizacion,6340.1,2,Tarjeta debito
TX0023503,2023-07-09,T19,Tienda,,Baño,7292.42,2,Billetera virtual
TX0043496,2022-09-06,T20,Tienda,CLI00603,Muebles,67206.68,4,Tarjeta debito
TX0019812,2023-10-01,T21,Tienda,CLI03599,Decoracion,24860.06,2,Tarjeta debito
TX0012183,2023-12-12,,Online,,Decoracion,12773.35,3,Tarjeta credito
TX0032927,2024-12-21,,Online,CLI03750,Baño,15419.0,3,Tarjeta credito
TX0040445,2025-11-08,T03,Tienda,CLI04542,Decoracion,12330.22,1,Tarjeta debito
TX0024584,2024-04-24,T25,Tienda,,Cocina y mesa,13452.23,2,Efectivo
TX0010855,2024-05-31,T14,Tienda,,Baño,9923.5,2,Billetera virtual
TX0036704,2025-07-24,T14,Tienda,,Decoracion,23749.2,1,Billetera virtual
TX0043930,2024-10-11,T14,Tienda,CLI03692,Muebles,51724.92,1,Billetera virtual
TX0039488,2025-07-05,T23,Tienda,,Organizacion,9035.22,1,Tarjeta debito
TX0035742,2022-07-15,,Online,CLI05308,Textil hogar,13510.75,1,Tarjeta debito
TX0013461,2023-05-31,T05,Tienda,,Iluminacion,21477.02,2,Tarjeta credito
TX0011599,2022-10-23,,Online,,Cocina y mesa,5346.27,3,Billetera virtual
TX0023052,2025-08-06,T09,Tienda,,Iluminacion,21768.74,2,Efectivo
TX0005144,2024-11-18,,Online,,Cocina y mesa,4494.6,2,Tarjeta credito
TX0008396,2024-08-23,,Online,CLI01297,Cocina y mesa,8820.27,2,Tarjeta credito
TX0010999,2024-05-03,T09,Tienda,CLI01986,Muebles,54893.55,3,Tarjeta credito
TX0042365,2024-04-29,,Online,,Muebles,46932.36,3,Billetera virtual
TX0037474,2022-11-22,T06,Tienda,,Textil hogar,18091.16,1,Billetera virtual
TX0040123,2025-04-17,T28,Tienda,CLI01315,Decoracion,12536.9,1,Billetera virtual
TX0023442,2023-09-17,T08,Tienda,,Decoracion,13975.79,4,Tarjeta credito
TX0016493,2023-06-16,T07,Tienda,CLI01658,Baño,9696.9,1,Efectivo
TX0041728,2024-08-11,T16,tienda,CLI01855,Organizacion,5621.27,1,Tarjeta credito
TX0006546,2024-07-28,,E-commerce,,Muebles,56477.7,4,Billetera virtual
TX0002179,2023-01-20,,Online,CLI00188,Organizacion,10981.88,1,Efectivo
TX0042722,2025-07-26,T01,Tienda,CLI02253,Cocina y mesa,19287.05,2,Tarjeta debito
TX0026983,2024-03-21,T13,Tienda,,Iluminacion,15825.54,1,Tarjeta credito
TX0012024,2025-05-09,,Online,,Textil hogar,15012.52,2,Tarjeta credito
TX0022013,2024-01-27,T03,Tienda,,Decoracion,20302.16,1,Efectivo
TX0018006,2023-01-26,T15,Tienda,CLI01670,Organizacion,10412.31,3,Tarjeta credito
TX0046699,2022-12-18,T08,Tienda,CLI01728,Cocina y mesa,21506.7,2,Tarjeta debito
TX0000213,2024-07-24,,Online,CLI02177,Textil hogar,16385.52,3,Tarjeta credito
TX0049884,2024-04-29,T20,Tienda,CLI03265,Cocina y mesa,8794.23,1,Efectivo
TX0034761,2022-11-30,T22,Tienda,,Decoracion,30469.57,1,Efectivo
TX0008992,2023-12-11,,Online,,Iluminacion,41445.35,5,Tarjeta debito
TX0019354,2025-06-19,,Online,,Textil hogar,24257.34,2,Tarjeta debito
TX0004409,2024-09-18,,Online,,Textil hogar,12930.87,1,Tarjeta credito
TX0026702,2024-02-04,,Online,,Organizacion,9386.14,3,Efectivo
TX0025916,2022-09-09,T02,Tienda,CLI01099,Organizacion,6360.06,1,Tarjeta debito
TX0034576,2024-08-10,T26,tienda,,Organizacion,9289.29,1,Tarjeta debito
TX0002133,2025-01-09,T20,Tienda,,Cocina y mesa,17277.24,2,Tarjeta credito
TX0021141,2025-08-19,T02,Tienda,,Decoracion,6444.25,2,Billetera virtual
TX0047546,2025-01-31,,E-commerce,,Decoracion,14287.85,3,Tarjeta credito
TX0007233,2022-06-25,T25,Tienda,,Textil hogar,10034.16,2,Tarjeta credito
TX0032216,2022-05-30,,Online,CLI02777,Decoracion,34463.29,2,Billetera virtual
TX0017344,2022-09-28,,Online,CLI04090,Textil hogar,13652.41,3,Billetera virtual
TX0049255,2025-12-02,T10,Tienda,CLI01895,Muebles,77655.74,6,Tarjeta debito
TX0024534,2022-09-25,T05,tienda,CLI02900,Muebles,88799.71,3,Billetera virtual
TX0019435,2023-11-21,,Online,,Textil hogar,15898.86,3,Tarjeta debito
TX0037835,2024-06-17,T09,Tienda,,Muebles,49090.36,2,Tarjeta credito
TX0006165,2025-10-07,T06,Tienda,CLI04506,Decoracion,25065.44,1,Efectivo
TX0011804,2025-07-13,T26,Tienda,,Cocina y mesa,14907.92,3,Tarjeta debito
TX0005513,2023-10-28,,Online,CLI00066,Muebles,23191.26,1,Billetera virtual
TX0014376,2025-03-28,,Online,,Decoracion,15081.94,7,Tarjeta credito
TX0018449,2023-05-10,,Online,,Decoracion,10485.65,1,Tarjeta debito
TX0036556,2024-12-12,,Online,CLI04573,Iluminacion,46620.81,2,Efectivo
TX0022703,2023-02-11,T22,Tienda,,Decoracion,17959.31,2,Tarjeta debito
TX0035888,2025-03-14,T18,Tienda,CLI03447,Muebles,48318.0,1,Billetera virtual
TX0043583,2024-02-01,T10,Tienda,CLI04115,Baño,5358.75,1,Billetera virtual
TX0035006,2024-03-26,,Online,CLI02716,Textil hogar,7407.29,3,Tarjeta credito
TX0009901,2023-04-25,T03,Tienda,CLI01625,Cocina y mesa,10244.58,1,Efectivo
TX0030650,2024-06-04,T25,Tienda,CLI05011,Decoracion,12550.56,2,Efectivo
TX0043311,2023-01-28,T03,Tienda,CLI03236,Textil hogar,22855.31,4,Billetera virtual
TX0019427,2024-01-04,,Online,,Textil hogar,13762.74,1,Efectivo
TX0049943,2022-07-30,T01,Tienda,CLI05867,Iluminacion,22268.7,2,Billetera virtual
TX0028122,2023-08-29,,Online,,Baño,5797.52,2,Tarjeta credito
TX0049168,2024-05-06,T25,Tienda,,Baño,8232.46,1,Efectivo
TX0033102,2022-03-08,T21,Tienda,,Organizacion,8449.21,4,Tarjeta credito
TX0041010,2023-09-09,T28,Tienda,CLI00006,Muebles,85035.14,1,Tarjeta credito
TX0008640,2024-01-13,T14,Tienda,CLI05216,Baño,9015.57,3,Tarjeta debito
TX0003253,2023-10-10,T09,Tienda,,Decoracion,20163.17,1,Billetera virtual
TX0026527,2025-01-31,,Online,CLI04317,Iluminacion,21151.14,1,Billetera virtual
TX0005352,2023-05-15,T27,Tienda,,Cocina y mesa,9595.24,6,Efectivo
TX0011980,2025-05-11,,Online,CLI02677,Decoracion,24051.81,2,Tarjeta debito
TX0046878,2024-01-24,,Online,,Organizacion,7573.83,1,Efectivo
TX0006258,2025-01-04,T10,Tienda,CLI01886,Iluminacion,22365.45,1,Tarjeta credito
TX0046864,2023-08-10,T06,Tienda,CLI04373,Baño,8822.97,1,Billetera virtual
TX0035370,2024-12-31,T08,Tienda,,Muebles,57979.14,1,Billetera virtual
TX0048987,2025-04-19,T18,Tienda,CLI02992,Iluminacion,21439.42,3,Tarjeta debito
TX0043936,2024-12-02,,Online,,Textil hogar,27600.31,4,Efectivo
TX0019866,2023-11-21,T10,Tienda,,Baño,7612.95,4,Efectivo
TX0035478,2022-10-27,,Online,,Organizacion,12081.54,1,Tarjeta credito
TX0030217,2023-04-04,,Online,,Iluminacion,22906.2,3,Efectivo
TX0008471,2024-06-28,T16,Tienda,,Textil hogar,27830.47,3,Billetera virtual
TX0023303,2022-07-16,T24,Tienda,CLI00939,Decoracion,14998.07,4,Tarjeta credito
TX0018458,2022-12-12,T28,Tienda,,Organizacion,9016.49,1,Efectivo
TX0007164,2022-12-28,T26,Tienda,CLI06028,Decoracion,34897.78,4,Billetera virtual
TX0014892,2022-08-20,T03,Tienda,,Cocina y mesa,10965.88,1,Tarjeta debito
TX0026798,2023-04-03,T22,Tienda,CLI01820,Baño,6688.03,3,Efectivo
TX0036958,2024-10-05,T05,Tienda,,Textil hogar,5263.2,4,Billetera virtual
TX0048458,2024-04-04,T25,Tienda,CLI04399,Organizacion,9930.15,1,Tarjeta debito
TX0014145,2024-05-04,T04,Tienda,CLI06042,Decoracion,18989.36,1,Billetera virtual
TX0040412,2023-02-17,T17,Tienda,CLI04780,Muebles,71146.75,1,Tarjeta credito
TX0012172,2024-03-02,T28,Tienda,CLI03871,Muebles,52053.66,2,Tarjeta debito
TX0032991,2024-10-03,T26,Tienda,CLI00278,Decoracion,21707.27,1,Efectivo
TX0015740,2022-04-08,T19,Tienda,CLI01600,Decoracion,23049.76,1,Billetera virtual
TX0029291,2025-01-24,T15,tienda,CLI03723,Decoracion,20205.82,1,Efectivo
TX0029475,2024-03-03,T24,Tienda,,Textil hogar,16271.25,2,Billetera virtual
TX0009618,2022-04-24,T24,Tienda,CLI05100,Cocina y mesa,16578.87,3,Efectivo
TX0032434,2024-01-06,T01,Tienda,CLI03871,Decoracion,21768.68,2,Tarjeta debito
TX0027856,2022-12-21,,Online,CLI04008,Muebles,70387.98,3,Tarjeta credito
TX0028808,2024-04-02,T27,Tienda,CLI05610,Textil hogar,11624.34,1,Efectivo
TX0043048,2024-01-30,,Online,CLI04032,Decoracion,13556.52,4,Billetera virtual
TX0029803,2023-05-04,T20,tienda,CLI03546,Baño,8656.9,4,Tarjeta debito
TX0035056,2025-09-26,T17,Tienda,CLI00012,Textil hogar,15760.96,1,Tarjeta debito
TX0000776,2024-12-31,,Online,CLI00045,Textil hogar,20980.69,4,Billetera virtual
TX0032210,2023-07-19,T08,tienda,CLI03467,Iluminacion,27522.77,1,Tarjeta credito
TX0028792,2024-10-30,,Online,CLI03505,Iluminacion,24208.32,4,Tarjeta credito
TX0007300,2023-12-25,T26,Tienda,CLI00807,Organizacion,15511.63,2,Efectivo
TX0027949,2024-09-18,T01,Tienda,,Organizacion,3033.71,1,Tarjeta debito
TX0007765,2024-06-20,T06,Tienda,,Cocina y mesa,15598.94,1,Tarjeta credito
TX0022860,2024-03-23,,Online,CLI00941,Decoracion,26475.06,4,Efectivo
TX0011610,2023-11-06,,Online,,Organizacion,16528.04,2,Billetera virtual
TX0025448,2024-03-10,,Online,CLI01809,Cocina y mesa,11477.82,2,Efectivo
TX0037455,2023-04-13,T22,Tienda,,Decoracion,23372.11,1,Tarjeta credito
TX0045005,2024-11-19,,Online,CLI03494,Textil hogar,19930.04,1,Efectivo
TX0020076,2023-09-25,,Online,,Organizacion,4841.18,3,Tarjeta credito
TX0028606,2023-04-05,T08,Tienda,CLI03921,Textil hogar,18028.97,2,Billetera virtual
TX0005645,2023-04-20,,Online,CLI04236,Cocina y mesa,2973.0,2,Billetera virtual
TX0007138,2022-09-01,T01,Tienda,,Baño,5347.84,1,Tarjeta credito
TX0012364,2025-12-06,,Online,CLI03806,Decoracion,18596.58,2,Tarjeta credito
TX0001277,2024-04-30,T13,Tienda,,Cocina y mesa,13689.45,1,Tarjeta debito
TX0000471,2024-04-16,T08,tienda,CLI03890,Textil hogar,19827.27,1,Efectivo
TX0047506,2022-04-09,T09,Tienda,,Cocina y mesa,10767.91,1,Efectivo
TX0045505,2024-02-09,,Online,,Decoracion,23516.62,3,Tarjeta credito
TX0016975,2024-11-26,T21,Tienda,CLI04800,Baño,11152.85,1,Tarjeta credito
TX0037237,2023-12-12,,Online,,Organizacion,18436.49,4,Tarjeta credito
TX0014282,2022-11-15,,Online,CLI01017,Baño,17561.98,1,Efectivo
TX0012886,2023-09-29,,Online,CLI04497,Textil hogar,21600.3,1,Tarjeta credito
TX0003658,2022-05-28,T01,Tienda,CLI01402,Muebles,55950.24,6,Tarjeta credito
TX0016901,2024-09-29,T09,Tienda,,Iluminacion,23121.88,2,Billetera virtual
TX0002538,2025-05-03,T28,Tienda,CLI04181,Decoracion,16646.74,2,Tarjeta debito
TX0003433,2024-12-04,T09,Tienda,CLI05205,Iluminacion,16049.5,2,Billetera virtual
TX0026265,2023-09-15,T26,Tienda,CLI03114,Organizacion,3672.94,1,Tarjeta credito
TX0028387,2025-07-31,T16,Tienda,CLI04714,Organizacion,3186.01,2,Efectivo
TX0032430,2025-05-06,T27,Tienda,CLI00427,Cocina y mesa,14661.91,4,Efectivo
TX0043674,2025-02-05,,Online,,Decoracion,38013.93,1,Tarjeta debito
TX0028661,2024-12-03,T18,Tienda,,Cocina y mesa,15303.41,1,Tarjeta debito
TX0018129,2024-12-30,,Online,CLI00428,Decoracion,33929.59,3,Billetera virtual
TX0017496,2024-10-07,T28,Tienda,,Organizacion,10867.66,2,Tarjeta debito
TX0009834,2024-02-08,,Online,,Textil hogar,11489.4,2,Efectivo
TX0033440,2025-01-21,,Online,,Baño,12797.09,2,Tarjeta debito
TX0006147,2023-12-25,,Online,,Cocina y mesa,18283.98,3,Tarjeta debito
TX0012047,2025-05-31,,Online,CLI00143,Decoracion,16583.7,1,Tarjeta credito
TX0013804,2022-11-09,T09,Tienda,,Textil hogar,20835.93,3,Billetera virtual
TX0039221,2025-04-03,,Online,CLI05056,Muebles,39940.09,6,Tarjeta debito
TX0005325,2024-03-15,,Online,,Decoracion,19439.87,2,Billetera virtual
TX0009048,2023-10-05,,Online,CLI03296,Organizacion,5141.74,3,Tarjeta credito
TX0023527,2023-06-09,,Online,,Baño,6602.97,2,Billetera virtual
TX0006499,2024-04-04,T05,Tienda,,Iluminacion,23015.92,1,Efectivo
TX0015544,2022-02-25,T02,tienda,CLI03562,Cocina y mesa,11602.74,2,Efectivo
TX0021680,2023-11-24,,E-commerce,,Baño,11929.3,2,Tarjeta credito
TX0006205,2024-02-23,,Online,CLI01089,Textil hogar,14412.94,1,Tarjeta debito
TX0026225,2024-07-06,T21,Tienda,,Muebles,50097.66,5,Tarjeta debito
TX0019567,2024-12-22,T05,Tienda,,Cocina y mesa,23203.08,2,Tarjeta credito
TX0033759,2024-12-14,T04,Tienda,CLI03569,Cocina y mesa,13299.3,1,Tarjeta credito
TX0011209,2022-04-13,T16,Tienda,,Baño,2326.45,1,Billetera virtual
TX0033944,2024-11-15,T14,tienda,CLI01860,Textil hogar,9439.63,1,Efectivo
TX0030848,2022-12-21,T06,Tienda,CLI02918,Textil hogar,32229.92,1,Tarjeta debito
TX0016027,2024-04-29,T25,Tienda,CLI03822,Iluminacion,26626.91,4,Tarjeta credito
TX0040333,2024-01-24,T06,Tienda,CLI00906,Cocina y mesa,13950.95,4,Billetera virtual
TX0011464,2022-07-18,T26,tienda,CLI03766,Iluminacion,31809.13,1,Tarjeta debito
TX0036444,2025-01-22,,Online,,Decoracion,31953.57,5,Efectivo
TX0016142,2025-03-15,,Online,CLI04040,Iluminacion,19701.32,1,Efectivo
TX0014147,2024-08-14,,Online,,Muebles,53866.88,1,Efectivo
TX0035906,2024-09-11,,Online,,Textil hogar,12051.98,1,Efectivo
TX0023766,2025-02-16,T24,tienda,,Decoracion,6340.42,3,Tarjeta credito
TX0016382,2025-08-07,,Online,CLI05773,Muebles,46005.61,3,Billetera virtual
TX0001907,2024-08-29,,Online,CLI00356,Textil hogar,6000.55,3,Tarjeta debito
TX0041752,2023-10-15,T15,Tienda,,Organizacion,10061.82,1,Tarjeta credito
TX0020217,2024-02-27,T04,Tienda,CLI01071,Iluminacion,26256.85,7,Billetera virtual
TX0041765,2023-07-24,,Online,,Textil hogar,7923.22,1,Efectivo
TX0008564,2024-12-20,T14,Tienda,CLI01890,Baño,27009.3,2,Tarjeta credito
TX0040503,2022-10-21,,Online,CLI01153,Iluminacion,45408.6,5,Tarjeta credito
TX0013401,2023-10-28,,Online,,Baño,7987.65,3,Tarjeta credito
TX0023845,2024-10-18,,Online,,Baño,8329.46,4,Efectivo
TX0021224,2025-03-20,,Online,,Cocina y mesa,20527.31,3,Tarjeta debito
TX0021244,2025-04-10,T11,Tienda,,Iluminacion,25984.99,4,Billetera virtual
TX0000661,2024-03-31,T18,Tienda,CLI05341,Iluminacion,15825.22,1,Tarjeta credito
TX0006764,2024-04-15,T09,Tienda,CLI05138,Organizacion,6289.85,3,Tarjeta debito
TX0035504,2023-03-10,T19,Tienda,,Baño,15332.99,3,Billetera virtual
TX0041485,2024-06-06,,Online,,Baño,14057.08,5,Billetera virtual
TX0030484,2025-05-06,T19,Tienda,CLI03538,Cocina y mesa,13989.37,1,Tarjeta credito
TX0011405,2023-04-29,,Online,,Cocina y mesa,11824.03,1,Efectivo
TX0035405,2023-01-19,T28,Tienda,,Baño,12809.97,2,Tarjeta debito
TX0009158,2024-09-10,,E-commerce,,Cocina y mesa,9588.51,2,Tarjeta credito
TX0025307,2025-03-06,,Online,CLI00418,Decoracion,15814.78,4,Tarjeta credito
TX0035059,2023-05-11,,Online,,Textil hogar,21810.72,5,Tarjeta debito
TX0036068,2023-01-05,,Online,CLI04269,Textil hogar,26269.04,1,Tarjeta credito
TX0040877,2025-05-07,T13,tienda,CLI04257,Decoracion,22518.72,1,Tarjeta debito
TX0008617,2025-06-01,T21,Tienda,CLI03486,Muebles,92482.6,4,Tarjeta debito
TX0010264,2025-07-06,T16,Tienda,,Organizacion,13824.79,1,Tarjeta debito
TX0017106,2025-04-07,T19,Tienda,,Organizacion,13749.53,1,Efectivo
TX0022555,2023-06-28,,Online,CLI00482,Decoracion,21246.21,1,Tarjeta debito
TX0042110,2024-11-28,,E-commerce,,Textil hogar,8095.83,4,Efectivo
TX0017436,2024-02-23,T04,Tienda,CLI02612,Textil hogar,21533.4,5,Tarjeta credito
TX0003120,2023-09-08,T27,Tienda,,Cocina y mesa,5704.49,3,Tarjeta credito
TX0021027,2024-10-20,,Online,,Textil hogar,10017.25,2,Tarjeta debito
TX0030259,2024-05-11,T02,Tienda,CLI03966,Organizacion,11551.55,1,Billetera virtual
TX0031487,2024-04-12,T24,Tienda,CLI04456,Cocina y mesa,11478.26,4,Efectivo
TX0010800,2022-09-14,T16,Tienda,,Cocina y mesa,17884.63,3,Tarjeta credito
TX0013263,2022-02-14,,Online,CLI01744,Decoracion,14382.28,1,Tarjeta debito
TX0038406,2023-07-29,,Online,,Iluminacion,24072.47,2,Tarjeta credito
TX0031511,2023-10-09,,Online,CLI03971,Muebles,45650.63,1,Efectivo
TX0028865,2025-07-03,,Online,CLI04226,Cocina y mesa,11384.31,2,Tarjeta debito
TX0035797,2024-07-19,T16,tienda,,Textil hogar,25325.25,1,Billetera virtual
TX0010525,2025-05-10,,Online,CLI00585,Decoracion,17033.29,1,Efectivo
TX0040890,2024-05-18,T09,Tienda,CLI05230,Decoracion,16233.26,1,Efectivo
TX0003756,2024-03-14,T28,Tienda,CLI03469,Iluminacion,19798.71,2,Tarjeta debito
TX0007297,2024-05-02,T21,Tienda,,Muebles,34600.32,1,Efectivo
TX0043121,2024-11-14,T12,tienda,CLI00460,Decoracion,24090.7,2,Tarjeta credito
TX0005232,2024-09-01,,Online,,Organizacion,10627.39,3,Tarjeta debito
TX0027646,2023-01-17,T08,Tienda,,Textil hogar,18536.03,2,Tarjeta debito
TX0018651,2025-09-23,T14,Tienda,,Cocina y mesa,3873.02,4,Tarjeta credito
TX0002722,2023-08-17,T15,Tienda,CLI05023,Cocina y mesa,14900.25,3,Tarjeta credito
TX0038458,2024-05-07,T21,Tienda,,Organizacion,8208.84,1,Efectivo
TX0007607,2023-03-05,T16,Tienda,CLI01355,Organizacion,5613.55,1,Billetera virtual
TX0046451,2025-08-12,T28,Tienda,,Iluminacion,32370.66,3,Billetera virtual
TX0005657,2024-01-31,T28,Tienda,CLI04841,Textil hogar,7582.9,3,Tarjeta credito
TX0049801,2024-06-01,T19,Tienda,CLI00255,Baño,14801.58,3,Tarjeta credito
TX0009980,2024-08-19,,E-commerce,,Cocina y mesa,2792.15,1,Tarjeta debito
TX0043872,2023-12-11,T19,Tienda,CLI00092,Textil hogar,31659.12,4,Tarjeta credito
TX0032326,2024-05-30,T27,Tienda,,Textil hogar,19245.97,2,Tarjeta debito
TX0026795,2025-06-18,T03,Tienda,,Textil hogar,19608.0,4,Tarjeta debito
TX0026873,2022-08-27,T21,Tienda,,Textil hogar,20047.44,2,Billetera virtual
TX0003795,2025-03-30,T28,Tienda,CLI05618,Decoracion,20879.57,2,Efectivo
TX0034421,2024-02-22,,Online,CLI03022,Decoracion,14197.77,2,Efectivo
TX0038515,2024-06-30,T01,Tienda,,Iluminacion,39442.41,4,Tarjeta credito
TX0015530,2024-08-18,T24,Tienda,CLI00068,Muebles,78809.14,2,Tarjeta credito
TX0032509,2022-06-20,,Online,CLI02710,Organizacion,8791.83,1,Billetera virtual
TX0011898,2023-11-19,T22,Tienda,CLI02576,Organizacion,10968.95,1,Tarjeta debito
TX0029129,2024-03-26,,Online,CLI01013,Textil hogar,14921.64,2,Efectivo
TX0027734,2025-05-14,,Online,CLI01353,Muebles,41960.79,2,Efectivo
TX0036807,2025-03-01,T04,Tienda,CLI02002,Cocina y mesa,15448.57,1,Efectivo
TX0040785,2023-02-21,T14,Tienda,CLI00702,Decoracion,21286.46,3,Tarjeta credito
TX0023018,2024-08-20,T09,Tienda,,Decoracion,18396.93,2,Efectivo
TX0037156,2024-07-05,T21,Tienda,CLI00416,Textil hogar,27059.36,2,Tarjeta credito
TX0006138,2023-04-12,,E-commerce,CLI01822,Organizacion,6696.52,1,Tarjeta credito
TX0014873,2024-11-12,T08,Tienda,CLI04266,Muebles,-86179.93,1,Tarjeta credito
TX0010151,2024-09-10,,Online,,Cocina y mesa,14682.34,3,Tarjeta debito
TX0046411,2023-09-06,T08,Tienda,CLI01911,Decoracion,24139.3,2,Efectivo
TX0043677,2024-04-29,,Online,,Textil hogar,7469.89,1,Tarjeta debito
TX0018180,2022-11-18,T19,Tienda,,Organizacion,10114.79,1,Tarjeta debito
TX0032535,2023-10-28,T05,Tienda,,Iluminacion,20872.5,2,Tarjeta debito
TX0016033,2023-07-09,T11,Tienda,CLI04720,Decoracion,21614.6,2,Tarjeta credito
TX0049920,2024-01-16,,Online,CLI05349,Baño,9814.09,1,Tarjeta credito
TX0045676,2025-01-08,T09,Tienda,CLI03663,Organizacion,10371.94,1,Tarjeta debito
TX0019814,2023-06-02,,Online,CLI05947,Textil hogar,20196.81,4,Billetera virtual
TX0030051,2023-05-08,T05,Tienda,,Decoracion,17156.06,3,Efectivo
TX0036925,2023-03-26,T23,Tienda,,Organizacion,9528.53,2,Tarjeta credito
TX0030291,2023-08-10,,E-commerce,CLI01744,Decoracion,5760.1,1,Tarjeta debito
TX0047281,2023-12-26,T01,Tienda,CLI05200,Decoracion,22953.3,3,Tarjeta credito
TX0038727,2023-05-28,,E-commerce,,Decoracion,22671.02,2,Tarjeta credito
TX0045939,2025-04-01,T16,Tienda,,Textil hogar,5427.94,3,Billetera virtual
TX0026486,2023-08-06,T04,Tienda,CLI04946,Baño,10320.78,1,Tarjeta credito
TX0032515,2024-09-15,T01,Tienda,CLI05406,Muebles,82262.35,3,Billetera virtual
TX0035143,2025-05-21,T20,Tienda,CLI05224,Decoracion,20536.02,1,Efectivo
TX0041553,2023-12-26,T05,Tienda,,Cocina y mesa,10855.09,2,Tarjeta credito
TX0018631,2022-02-01,,Online,CLI03568,Cocina y mesa,10811.69,1,Billetera virtual
TX0023102,2024-06-14,T17,Tienda,,Cocina y mesa,10522.87,2,Tarjeta debito
TX0023713,2023-11-28,,Online,CLI04753,Cocina y mesa,12676.67,2,Efectivo
TX0034768,2024-03-11,,Online,CLI03640,Textil hogar,10158.42,1,Tarjeta debito
TX0012825,2024-05-13,T05,Tienda,CLI05884,Baño,5308.68,2,Tarjeta debito
TX0003687,2025-11-25,,Online,CLI03839,Textil hogar,24054.82,3,Efectivo
TX0047454,2024-03-29,T07,Tienda,,Muebles,73278.56,6,Tarjeta credito
TX0035780,2024-09-11,T01,Tienda,CLI03101,Muebles,86231.54,1,Billetera virtual
TX0012192,2024-10-28,,Online,CLI01007,Cocina y mesa,9632.57,4,Efectivo
TX0004615,2023-04-29,,Online,CLI05003,Textil hogar,11366.77,2,Efectivo
TX0041940,2024-05-23,T24,Tienda,,Baño,11403.44,1,Billetera virtual
TX0020914,2023-07-30,T15,Tienda,,Textil hogar,15279.1,1,Efectivo
TX0007422,2023-08-24,T27,Tienda,CLI00944,Organizacion,6711.9,1,Billetera virtual
TX0033801,2023-05-17,T22,Tienda,CLI00519,Decoracion,18162.0,1,Tarjeta debito
TX0024612,2025-07-17,,Online,CLI03861,Organizacion,9281.86,2,Tarjeta credito
TX0014434,2025-02-28,,Online,CLI04194,Textil hogar,12724.15,2,Billetera virtual
TX0044454,2022-10-03,T16,Tienda,CLI05608,Decoracion,11115.03,3,Billetera virtual
TX0020691,2024-02-25,,Online,CLI05732,Cocina y mesa,12842.53,1,Tarjeta debito
TX0039493,2024-07-02,T09,Tienda,CLI05190,Cocina y mesa,6969.59,4,Tarjeta debito
TX0042009,2023-03-19,T26,Tienda,,Muebles,29150.51,1,Billetera virtual
TX0029624,2025-05-04,T01,Tienda,,Baño,3818.98,5,Billetera virtual
TX0011407,2023-07-22,,Online,CLI01669,Organizacion,10466.47,2,Efectivo
TX0034697,2022-11-27,T27,Tienda,,Iluminacion,35410.44,1,Billetera virtual
TX0021904,2024-07-29,T27,Tienda,CLI03983,Textil hogar,17264.47,2,Tarjeta credito
TX0042030,2024-04-16,T20,Tienda,,Baño,5230.14,2,Billetera virtual
TX0040198,2023-06-03,,Online,CLI04649,Decoracion,12780.62,1,Billetera virtual
TX0023962,2024-08-04,,Online,CLI05412,Iluminacion,14962.06,1,Billetera virtual
TX0038474,2022-01-27,,Online,CLI03485,Muebles,46364.67,1,Tarjeta credito
TX0046629,2023-11-28,T12,Tienda,,Textil hogar,24155.49,1,Tarjeta credito
TX0012643,2025-02-05,T10,Tienda,,Iluminacion,11026.47,1,Tarjeta debito
TX0011202,2025-11-22,,Online,CLI01434,Decoracion,31865.5,4,Efectivo
TX0003639,2025-04-10,T22,Tienda,CLI06009,Organizacion,3014.06,1,Efectivo
TX0014560,2024-12-06,,Online,,Textil hogar,25332.57,2,Tarjeta credito
TX0010351,2025-08-27,T26,Tienda,CLI04876,Organizacion,10535.15,3,Efectivo
TX0030150,2023-09-25,,Online,,Textil hogar,14944.51,1,Tarjeta debito
TX0021640,2024-05-13,,Online,CLI01990,Textil hogar,10967.08,1,Tarjeta credito
TX0042379,2023-06-14,,Online,,Cocina y mesa,17350.82,2,Billetera virtual
TX0026499,2023-04-02,,Online,CLI05538,Cocina y mesa,10903.16,3,Tarjeta debito
TX0020056,2022-12-25,,Online,CLI05099,Iluminacion,33101.37,2,Efectivo
TX0019182,2025-09-09,T06,Tienda,CLI04088,Textil hogar,21263.71,1,Tarjeta credito
TX0023733,2024-02-09,,Online,,Textil hogar,8722.6,1,Efectivo
TX0037667,2025-04-16,T15,Tienda,CLI03393,Muebles,58991.39,2,Efectivo
TX0008164,2024-07-22,T05,Tienda,,Baño,11732.27,2,Billetera virtual
TX0012937,2023-12-30,,Online,CLI01563,Decoracion,27938.46,4,Efectivo
TX0016502,2025-11-13,T01,Tienda,CLI05088,Baño,11098.19,2,Tarjeta debito
TX0020007,2025-08-06,T04,Tienda,CLI05430,Organizacion,4500.65,2,Tarjeta debito
